Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.556525067,7.242779223,62.69,>99.9,62.66,44.8,31.64,Boston Celtics,bos,63,0.9990000000000001,0.3164
Thunder,West,7.676341344,3.291087306,56.966,>99.9,33.86,16.34,6.84,Oklahoma City Thunder,okc,57,0.9990000000000001,0.0684
Clippers,West,6.954130818,2.779350295,56.4764,>99.9,30.82,14.58,4.86,LA Clippers,lac,56,0.9990000000000001,0.048600000000000004
T-Wolves,West,6.556298064,2.84241642,56.2552,>99.9,31.62,14.94,6.12,Minnesota Timberwolves,min,56,0.9990000000000001,0.061200000000000004
Cavaliers,East,5.01748304,4.525092806,53.7004,>99.9,42.42,19.9,10.36,Cleveland Cavaliers,cle,54,0.9990000000000001,0.1036
Pelicans,West,4.932394032,1.823986641,49.3818,98.54,16.74,6.96,2.08,New Orleans Pelicans,no,49,0.9854,0.0208
Knicks,East,4.567964249,3.889307592,51.8892,99.82,31.8,13.28,6.68,New York Knicks,ny,52,0.9982,0.0668
76ers,East,3.852858322,4.250447421,49.638,99.5,27.54,12.5,6.5,Philadelphia 76ers,phi,50,0.995,0.065
Nuggets,West,3.726180977,5.731662396,54.179,>99.9,50.8,34.4,17.66,Denver Nuggets,den,54,0.9990000000000001,0.1766
Bucks,East,3.082662957,2.465851652,50.3818,99.66,19.16,6.06,2.7,Milwaukee Bucks,mil,50,0.9965999999999999,0.027000000000000003
Suns,West,1.808853456,1.770685437,45.3334,80.26,13.92,5.64,1.88,Phoenix Suns,phx,45,0.8026000000000001,0.018799999999999997
Rockets,West,1.283557303,-5.298028544,40.0938,16.62,0.18,<0.1,<0.1,Houston Rockets,hou,40,0.16620000000000001,0.001
Magic,East,0.923011438,-0.510966594,44.9134,87.24,4.88,0.78,0.14,Orlando Magic,orl,45,0.8724,0.0014000000000000002
Warriors,West,0.862612324,1.242339025,40.6366,27.5,3.64,1.24,0.4,Golden State Warriors,gs,41,0.275,0.004
Pacers,East,0.777911805,-2.510307112,44.525,83.58,2.16,0.3,<0.1,Indiana Pacers,ind,45,0.8358,0.001
Mavericks,West,-0.031079418,-1.001957914,43.4912,55.06,3.72,0.96,0.14,Dallas Mavericks,dal,43,0.5506,0.0014000000000000002
Kings,West,-0.311973558,0.519918805,44.856,75.94,8.28,2.72,0.6,Sacramento Kings,sac,45,0.7594,0.006
Heat,East,-0.531552564,0.735256182,42.3132,75.92,6.94,1.64,0.54,Miami Heat,mia,42,0.7592,0.0054
Lakers,West,-0.538802454,1.531401743,41.4192,37.78,6.1,2.16,0.56,Los Angeles Lakers,lal,41,0.3778,0.005600000000000001
Bulls,East,-1.293236787,0.764945802,37.8352,28.82,1.74,0.56,0.24,Chicago Bulls,chi,38,0.2882,0.0024
Nets,East,-1.54940675,-0.988316221,34.96,11.5,0.28,0.08,<0.1,Brooklyn Nets,bkn,35,0.115,0.001
Jazz,West,-1.911574504,-2.85271844,39.0834,8.3,0.32,<0.1,<0.1,Utah Jazz,uta,39,0.083,0.001
Raptors,East,-2.613325649,-1.017618528,31.6088,2.16,<0.1,<0.1,<0.1,Toronto Raptors,tor,32,0.0216,0.001
Hawks,East,-2.862482076,-0.883691889,35.5206,11.82,0.38,0.1,<0.1,Atlanta Hawks,atl,36,0.1182,0.001
Grizzlies,West,-5.64516671,-1.977827125,29.9606,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,30,0.001,0.001
Blazers,West,-7.969333755,-7.061428603,23.9786,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,24,0.001,0.001
Spurs,West,-8.038381569,-9.854223039,18.493,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Wizards,East,-8.494462782,-5.375052231,17.7524,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,18,0.001,0.001
Pistons,East,-9.298059753,-9.093598863,14.3502,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,14,0.001,0.001
Hornets,East,-10.75488391,-8.483414327,17.3176,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,17,0.001,0.001
