Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.470531584,7.468376666,64.3226,>99.9,68.52,50.54,36.18,Boston Celtics,bos,64,0.9990000000000001,0.3618
Thunder,West,9.19380535,3.831665443,58.2926,>99.9,36.68,19.08,8.16,Oklahoma City Thunder,okc,58,0.9990000000000001,0.0816
T-Wolves,West,7.148239236,3.66864595,57.6992,>99.9,34.6,18.6,7.26,Minnesota Timberwolves,min,58,0.9990000000000001,0.0726
Cavaliers,East,6.021728611,4.528869391,53.8384,>99.9,44.94,18.78,10.2,Cleveland Cavaliers,cle,54,0.9990000000000001,0.102
Pelicans,West,6.008104338,2.276975513,50.336,98.74,17.02,7.1,2.06,New Orleans Pelicans,no,50,0.98739999999999994,0.0206
Clippers,West,5.472473584,2.372996896,54.5382,>99.9,25.68,11.18,3.6,LA Clippers,lac,55,0.9990000000000001,0.036000000000000004
Bucks,East,3.929041462,2.380127055,50.3792,99.52,21.52,7.32,2.9,Milwaukee Bucks,mil,50,0.9952,0.028999999999999998
Knicks,East,3.097726791,3.059573686,48.7774,98.2,20.7,8.34,3.7,New York Knicks,ny,49,0.982,0.037000000000000005
Suns,West,2.614575595,2.018547435,45.3898,68,11.28,4.14,1.18,Phoenix Suns,phx,45,0.68,0.0118
Nuggets,West,2.107447195,5.65400185,52.1594,99.66,45.72,30.32,15.56,Denver Nuggets,den,52,0.9965999999999999,0.15560000000000002
76ers,East,2.072058182,3.7786563,46.946,95.44,22.1,9.48,4.66,Philadelphia 76ers,phi,47,0.9544,0.0466
Lakers,West,1.922388188,1.863259812,43.7952,50.78,8.26,3.1,0.96,Los Angeles Lakers,lal,44,0.5078,0.0096
Heat,East,1.057857625,1.26800953,45.6744,89,10.8,2.92,1.06,Miami Heat,mia,46,0.89,0.0106
Magic,East,0.981250883,-0.560909809,46.848,92.84,6.24,1.36,0.34,Orlando Magic,orl,47,0.9284,0.0034000000000000002
Pacers,East,0.908687976,-2.199952575,44.3966,77.78,2.72,0.44,0.08,Indiana Pacers,ind,44,0.7778,8e-4
Mavericks,West,0.896771242,-0.054475684,46.4312,73.78,7.32,2.1,0.56,Dallas Mavericks,dal,46,0.7378,0.005600000000000001
Warriors,West,0.658051204,1.902332512,43.2758,39.12,6.54,2.28,0.76,Golden State Warriors,gs,43,0.3912,0.0076
Kings,West,0.456150319,0.590580281,45.3626,67.7,6.9,2.1,0.44,Sacramento Kings,sac,45,0.677,0.0044
Rockets,West,0.26171337,-5.250591949,38.2812,2.04,<0.1,<0.1,<0.1,Houston Rockets,hou,38,0.0204,0.001
Bulls,East,-0.165587171,0.624859218,38.8888,30.02,1.94,0.7,0.3,Chicago Bulls,chi,39,0.3002,0.003
Jazz,West,-2.609478289,-3.350111033,35.946,0.2,<0.1,<0.1,<0.1,Utah Jazz,uta,36,0.002,0.001
Raptors,East,-3.109550677,-1.063898088,31.6032,2.86,0.06,<0.1,<0.1,Toronto Raptors,tor,32,0.0286,0.001
Nets,East,-3.567385255,-2.317231719,32.2936,4.7,0.08,<0.1,<0.1,Brooklyn Nets,bkn,32,0.047,0.001
Hawks,East,-4.055745252,-0.933153591,34.1624,9.64,0.38,0.08,<0.1,Atlanta Hawks,atl,34,0.0964,0.001
Grizzlies,West,-5.590279788,-2.125851062,29.851,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,30,0.001,0.001
Spurs,West,-8.078506852,-10.02245345,17.842,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Wizards,East,-8.656557101,-5.883902736,16.3494,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,16,0.001,0.001
Pistons,East,-8.935759878,-8.968601143,14.946,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Blazers,West,-9.421108164,-8.168803611,21.67,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,22,0.001,0.001
Hornets,East,-10.55460406,-8.24742696,19.7038,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,20,0.001,0.001
