Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.012840865,7.450237316,60.3706,>99.9,66.32,50.5,38.5,Boston Celtics,bos,60,0.9990000000000001,0.385
76ers,East,5.019081352,4.521454098,51.6898,99.48,37.66,16.38,10.24,Philadelphia 76ers,phi,52,0.9948,0.1024
Nuggets,West,5.006454332,5.194513446,51.708,99.52,56,40.2,19.9,Denver Nuggets,den,52,0.9952,0.19899999999999998
Cavaliers,East,4.541498933,2.901931144,49.0954,97.08,22.68,9.14,4.4,Cleveland Cavaliers,cle,49,0.9708,0.044000000000000004
Heat,East,4.155612389,2.947232565,49.5698,97.38,23.16,8.36,4.22,Miami Heat,mia,50,0.9738,0.042199999999999994
Bucks,East,3.906906697,1.670408503,50.398,97.54,17.54,5.38,2.26,Milwaukee Bucks,mil,50,0.9754,0.0226
Suns,West,3.730525654,1.290066454,49.8952,96.98,25.18,11.02,3.22,Phoenix Suns,phx,50,0.9698,0.0322
Knicks,East,3.474611839,2.811289214,47.6518,94.4,19.4,7.6,3.7,New York Knicks,ny,48,0.9440000000000001,0.037000000000000005
Lakers,West,3.444180803,1.784336542,48.2718,91.96,25.48,11.98,3.74,Los Angeles Lakers,lal,48,0.9196,0.0374
Warriors,West,3.104070146,1.44074641,45.907,85.7,20.38,9.2,2.7,Golden State Warriors,gs,46,0.857,0.027000000000000003
Thunder,West,2.311640667,-0.122432321,48.0368,93.62,15,5.38,1.2,Oklahoma City Thunder,okc,48,0.9362,0.012
T-Wolves,West,2.179399642,0.426849699,49.2398,95.76,19.4,8.1,1.66,Minnesota Timberwolves,min,49,0.9576,0.0166
Kings,West,1.178645811,0.622106673,44.1578,70.08,12.66,4.64,1.22,Sacramento Kings,sac,44,0.7008,0.012199999999999999
Raptors,East,1.0614079,-0.544912483,41.2206,52.26,3.2,0.44,0.16,Toronto Raptors,tor,41,0.5226,0.0016
Pelicans,West,0.996020213,0.79884037,43.8256,66.82,11.8,4.4,0.98,New Orleans Pelicans,no,44,0.6681999999999999,0.0098
Hawks,East,0.514001376,0.500347484,40.884,50.76,4.24,1.02,0.3,Atlanta Hawks,atl,41,0.5075999999999999,0.003
Clippers,West,0.34105398,-0.29031348,39.3924,33.68,4.7,1.68,0.36,LA Clippers,lac,39,0.3368,0.0036
Bulls,East,0.016848523,-0.695482057,35.636,11.78,0.56,0.14,<0.1,Chicago Bulls,chi,36,0.11779999999999999,0.001
Mavericks,West,-0.232559337,0.097002387,42.3162,59.02,8.54,3,0.74,Dallas Mavericks,dal,42,0.5902000000000001,0.0074
Magic,East,-0.255100513,-2.217170077,43.1528,61.9,2.36,0.38,0.1,Orlando Magic,orl,43,0.619,0.001
Grizzlies,West,-1.008573415,0.904462463,33.4456,4.76,0.86,0.4,0.12,Memphis Grizzlies,mem,33,0.047599999999999996,0.0012
Nets,East,-1.235508175,1.041595278,38.25,29.9,2.78,0.66,0.26,Brooklyn Nets,bkn,38,0.299,0.0026
Pacers,East,-3.188308398,-4.31089122,35.7192,7.52,0.1,<0.1,<0.1,Indiana Pacers,ind,36,0.07519999999999999,0.001
Rockets,West,-4.986141277,-7.136686928,32.9278,1.66,<0.1,<0.1,<0.1,Houston Rockets,hou,33,0.0166,0.001
Jazz,West,-5.096827021,-2.311442314,28.5222,0.44,<0.1,<0.1,<0.1,Utah Jazz,uta,29,0.0044,0.001
Wizards,East,-5.771117925,-3.11720996,24.1534,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,24,0.001,0.001
Hornets,East,-6.388690496,-5.684725554,25.7238,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,26,0.001,0.001
Pistons,East,-8.325714505,-7.817071147,20.2678,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,20,0.001,0.001
Blazers,West,-10.85067131,-6.953808828,18.8948,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,19,0.001,0.001
Spurs,West,-12.36833055,-9.649506643,15.676,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,16,0.001,0.001
