Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,11.38458223,8.547427923,64.681,>99.9,71.9,62.1,44.7,Boston Celtics,bos,65,0.9990000000000001,0.447
T-Wolves,West,7.044045411,4.620985843,56.92,>99.9,38.6,19.8,7.7,Minnesota Timberwolves,min,57,0.9990000000000001,0.077
Pelicans,West,6.605648978,4.100317717,48.889,97.6,19.2,9.7,3.7,New Orleans Pelicans,no,49,0.976,0.037000000000000005
Thunder,West,6.009691928,3.972682901,56.049,>99.9,24.7,12,4.7,Oklahoma City Thunder,okc,56,0.9990000000000001,0.047
Suns,West,5.112218969,2.767260512,47.434,80.8,13.1,5.6,1.6,Phoenix Suns,phx,47,0.8079999999999999,0.016
Nuggets,West,4.841664679,6.458382561,56.989,>99.9,54.6,36.2,17.8,Denver Nuggets,den,57,0.9990000000000001,0.17800000000000002
Mavericks,West,4.665166878,1.379800926,50.818,>99.9,16.9,5.1,0.7,Dallas Mavericks,dal,51,0.9990000000000001,0.006999999999999999
Clippers,West,3.861933265,1.981012058,52.94,>99.9,20.5,7.7,2.1,LA Clippers,lac,53,0.9990000000000001,0.021
Cavaliers,East,3.610960704,2.781074133,48.296,99.1,19.4,5.6,2.5,Cleveland Cavaliers,cle,48,0.991,0.025
Knicks,East,3.510728819,3.13109181,48.666,>99.9,29.6,9.5,3.9,New York Knicks,ny,49,0.9990000000000001,0.039
Pacers,East,3.292292714,-0.179226674,47.161,97.2,7.5,1.2,0.3,Indiana Pacers,ind,47,0.972,0.003
Bucks,East,2.815519465,2.641277997,49.386,>99.9,23,5.8,2.1,Milwaukee Bucks,mil,49,0.9990000000000001,0.021
Warriors,West,2.264985734,2.161357086,45.92,29.1,2.6,1.2,0.2,Golden State Warriors,gs,46,0.29100000000000004,0.002
Kings,West,1.809837873,0.682113052,46.68,63.7,5.9,0.9,0.3,Sacramento Kings,sac,47,0.637,0.003
Heat,East,1.684419724,3.241197316,46.063,88.5,22.4,8,3.7,Miami Heat,mia,46,0.885,0.037000000000000005
Magic,East,1.486367047,0.057909146,47.494,96.4,7.9,1.2,0.4,Orlando Magic,orl,47,0.9640000000000001,0.004
Lakers,West,1.026169447,2.094728852,46.028,28.8,3.9,1.8,0.6,Los Angeles Lakers,lal,46,0.28800000000000003,0.006
Rockets,West,-0.650959332,-2.462717975,40.566,<0.1,<0.1,<0.1,<0.1,Houston Rockets,hou,41,0.001,0.001
Bulls,East,-1.125562249,-0.67363696,38.589,19.1,0.6,0.1,<0.1,Chicago Bulls,chi,39,0.191,0.001
76ers,East,-1.625443035,3.040100126,46.077,82.4,17.5,6.4,2.9,Philadelphia 76ers,phi,46,0.8240000000000001,0.028999999999999998
Hawks,East,-3.016217294,-1.171232738,37.258,17.3,0.2,0.1,0.1,Atlanta Hawks,atl,37,0.17300000000000001,0.001
Spurs,West,-3.606007466,-7.853999233,21.128,0,—,—,0,San Antonio Spurs,sa,21,0,0
Nets,East,-4.452091363,-3.566514131,32.269,0,—,—,0,Brooklyn Nets,bkn,32,0,0
Jazz,West,-4.594166589,-5.411244914,29.926,0,—,—,0,Utah Jazz,uta,30,0,0
Pistons,East,-6.971429598,-9.037727242,13.898,0,—,—,0,Detroit Pistons,det,14,0,0
Raptors,East,-7.815565502,-4.503784144,25.756,0,—,—,0,Toronto Raptors,tor,26,0,0
Grizzlies,West,-8.256320807,-4.811426119,27.611,0,—,—,0,Memphis Grizzlies,mem,28,0,0
Wizards,East,-8.430109554,-7.941888566,15.401,0,—,—,0,Washington Wizards,wsh,15,0,0
Blazers,West,-9.477003946,-9.906889165,21.737,0,—,—,0,Portland Trail Blazers,por,22,0,0
Hornets,East,-10.45457755,-9.483134481,19.37,0,—,—,0,Charlotte Hornets,cha,19,0,0
