Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.863143754,7.155010781,62.073,>99.9,62.7,43.6,30.66
Thunder,West,8.118838135,3.215844059,57.9064,>99.9,34.64,18.16,7.3
T-Wolves,West,6.672538699,2.810212248,56.8534,>99.9,32.96,15.42,5.58
Clippers,West,6.536174461,2.489492368,55.437,>99.9,29.86,12.72,4.48
76ers,East,5.166356867,4.618614667,52.2218,>99.9,36.1,17.94,10.2
Knicks,East,4.90636612,3.853361988,52.6938,99.94,30.92,13.62,6.8
Cavaliers,East,4.35297125,4.267634397,52.5482,99.94,35.24,15.5,8.08
Pelicans,West,4.339939554,1.592959759,48.6862,98.42,15.78,5.82,1.7
Nuggets,West,4.025084958,5.63813083,54.3434,>99.9,52.38,35.7,18.4
Bucks,East,3.337223453,2.20957043,51.2062,99.8,17.56,5.56,2.4
Suns,West,1.763679899,1.316916398,44.6496,79.76,11.92,4.42,1.34
Rockets,West,1.334157487,-5.189975775,41.0432,31.74,0.36,<0.1,<0.1
Magic,East,1.278115503,-0.50599834,45.3634,89.66,6.06,1.24,0.4
Warriors,West,0.967010916,1.15394549,41.0736,38.84,5.44,2.08,0.62
Pacers,East,0.367124314,-2.608854034,43.5224,77.26,2.18,0.26,<0.1
Kings,West,0.065647664,0.632826099,44.9204,80.84,9.92,3.42,0.86
Heat,East,-0.459295198,0.581391388,42.1518,76.08,6.34,1.4,0.3
Mavericks,West,-1.04566671,-0.883540274,41.716,41.26,3.04,0.74,0.12
Bulls,East,-1.115309037,0.722986955,37.8874,30.56,2.12,0.68,0.22
Lakers,West,-1.217613046,1.459683157,39.7504,24.86,3.52,1.52,0.42
Nets,East,-1.778343432,-0.947515826,34.7916,11.2,0.4,0.12,0.06
Raptors,East,-1.852775312,-0.809676544,32.6878,4.52,0.14,0.06,<0.1
Jazz,West,-2.63286922,-2.960127013,37.1658,4.28,0.18,<0.1,<0.1
Hawks,East,-2.971901262,-0.964476142,35.281,11.06,0.24,<0.1,<0.1
Grizzlies,West,-5.847806178,-1.145377571,29.9298,<0.1,<0.1,<0.1,<0.1
Spurs,West,-7.710814432,-9.742301426,18.9188,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.749974908,-5.05090491,18.6386,<0.1,<0.1,<0.1,<0.1
Blazers,West,-8.685348979,-7.089091816,23.5506,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.915987303,-8.923065906,15.0584,<0.1,<0.1,<0.1,<0.1
Hornets,East,-10.80169054,-8.384232286,17.93,<0.1,<0.1,<0.1,<0.1
