Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.400820398,7.276853971,63.0754,>99.9,63.54,45.24,32.04
Thunder,West,7.995420379,2.97427811,57.4068,>99.9,35,16.96,6.26
T-Wolves,West,6.416642642,2.493564871,56.9882,>99.9,31.44,14.4,4.86
Clippers,West,6.006916692,2.012582364,54.7726,>99.9,27.24,12.08,3.86
76ers,East,5.464024373,4.818127671,52.8252,99.94,38.32,18.04,10.04
Nuggets,West,4.67278155,5.751699798,55.1396,>99.9,55.04,38.34,19.68
Knicks,East,4.443069558,3.906356739,51.6168,99.84,29.04,12.44,5.98
Pelicans,West,4.358964758,1.650318977,47.9828,96.4,17.72,6.76,2.16
Cavaliers,East,4.209682693,4.271123487,51.9608,99.88,33.66,14.82,8.32
Bucks,East,3.230590261,2.321822769,51.795,99.94,18.32,5.6,2.18
Suns,West,1.45934695,1.185791423,44.5354,79.52,11.06,3.94,1.28
Rockets,West,0.95490245,-5.313334102,40.9206,29.82,0.56,0.06,<0.1
Pacers,East,0.619697272,-2.725840098,44.911,86.46,2.38,0.24,0.06
Warriors,West,0.5861415,0.727723864,39.5146,22.7,2.56,0.94,0.24
Magic,East,0.548762815,-0.811617731,43.7066,80.62,4.5,0.8,0.24
Lakers,West,0.150245121,1.335402752,40.823,39.48,5.84,2.12,0.52
Kings,West,-0.524910141,0.63736868,44.043,73.44,8.74,3.1,1
Mavericks,West,-0.549703905,-0.594046903,42.449,51.46,4.44,1.26,0.26
Heat,East,-0.678430715,0.58421484,41.2224,67.88,6.04,1.66,0.6
Bulls,East,-0.692757673,0.761201842,38.8882,40.16,3.18,0.9,0.34
Nets,East,-1.397373096,-0.668229349,35.7164,15.7,0.66,0.22,0.06
Raptors,East,-1.652181562,-0.724373584,32.8006,3.76,0.2,<0.1,<0.1
Jazz,West,-2.545402031,-2.762881562,37.944,7.02,0.36,<0.1,<0.1
Hawks,East,-3.398351284,-1.225021973,33.7962,5.82,0.16,<0.1,<0.1
Grizzlies,West,-5.223363012,-0.801129966,31.1764,0.16,<0.1,<0.1,<0.1
Spurs,West,-7.927842962,-9.707285248,19.3114,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.018666008,-4.758327717,18.824,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.114439084,-7.133407936,22.6864,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.199707434,-8.758923487,15.0818,<0.1,<0.1,<0.1,<0.1
Hornets,East,-11.06348423,-8.176006906,18.0858,<0.1,<0.1,<0.1,<0.1
