Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,12.47808002,8.621463057,65.428,>99.9,68.5,55.4,39.8
Thunder,West,6.844491788,3.935847022,55.686,>99.9,28,14.9,6.3
T-Wolves,West,6.782183432,4.566726613,56.407,>99.9,41.3,21,9
Pelicans,West,6.602829612,3.613289849,48.265,85.9,15.6,6.5,3.2
Suns,West,5.381657346,2.980887052,48.732,87.9,15.5,7.3,3.3
Nuggets,West,4.561282638,6.418608385,56.694,>99.9,51.8,35.1,17.1
Mavericks,West,4.471660411,1.118548945,50.316,99.7,15.2,4.2,0.8
Pacers,East,3.407804253,-0.373404497,46.522,93.3,7.4,1.4,0.2
Cavaliers,East,3.263230396,2.923346101,48.73,99.9,26,10.1,4.6
Bucks,East,3.03125614,2.718815907,49.316,>99.9,25.7,6.9,2.9
Clippers,West,2.885363332,1.720309498,51.763,>99.9,18.1,5.8,1.7
Knicks,East,2.60705132,3.097279644,47.561,99.1,25.1,10.4,4.4
Warriors,West,2.099449049,2.232144775,45.133,26.5,3.8,1,0.3
Heat,East,1.611555231,3.058852755,46.014,91.3,19.5,8.2,3.2
Lakers,West,1.472358744,2.316459157,46.89,52.2,7.4,2.9,0.9
Magic,East,1.158076308,0.02591041,47.563,96.1,8.2,1.3,<0.1
Kings,West,0.769994169,0.479380793,46.454,47.8,3.3,1.3,0.3
Bulls,East,-0.707915717,-0.442104409,39.532,20.5,1.3,0.4,<0.1
Rockets,West,-0.79068,-2.583655794,40.38,<0.1,<0.1,<0.1,<0.1
76ers,East,-1.895764465,3.101119011,45.284,83.4,17.9,5.7,1.9
Hawks,East,-2.921308006,-1.139025674,37.668,16.4,0.4,0.2,0.1
Nets,East,-3.882606687,-3.052707063,32.73,—,—,—,—
Jazz,West,-4.062994095,-5.376578331,30.578,—,—,—,—
Spurs,West,-4.19357481,-8.335342057,21.135,—,—,—,—
Pistons,East,-6.828195481,-8.965862967,14.188,—,—,—,—
Raptors,East,-7.463361952,-4.173387538,25.536,—,—,—,—
Grizzlies,West,-7.631282139,-4.572055786,28.057,—,—,—,—
Wizards,East,-8.750099293,-8.056296042,15.911,—,—,—,—
Blazers,West,-9.230834246,-9.827800518,21.874,—,—,—,—
Hornets,East,-10.56975356,-9.201164448,19.653,—,—,—,—
