Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,10.34055564,7.453747874,64.1678,>99.9,63.32,44.8,31.94
Thunder,West,7.58686384,2.977363811,58.1406,>99.9,33.82,16.84,6
76ers,East,6.230119309,5.230923166,54.985,>99.9,48.88,22.9,13.92
T-Wolves,West,5.782376736,2.487331644,56.783,>99.9,30.7,14.36,5.18
Nuggets,West,5.334788412,5.766377895,54.961,>99.9,54.52,38.04,19.58
Clippers,West,5.125131704,1.713845199,53.2764,>99.9,23.76,9.2,2.62
Pelicans,West,4.80336036,2.079413378,49.7198,98.98,20.78,9.26,2.7
Knicks,East,4.014150373,3.788706866,50.689,99.72,24.16,10.52,5.04
Cavaliers,East,3.999376247,3.95478464,50.5824,99.76,26.4,11.7,6.06
Bucks,East,3.259032784,2.325454715,52.2642,99.88,20.76,6.92,3.14
Suns,West,1.847284271,1.2335096,45.4862,85.76,13.6,4.92,1.18
Pacers,East,0.466557775,-2.712091551,44.0622,83.16,2.34,0.22,<0.1
Warriors,West,0.25572095,0.66070153,39.7076,27.46,3.56,1.24,0.2
Lakers,West,0.058598318,1.545893697,40.559,39.6,6.4,2.44,0.46
Magic,East,-0.030751059,-1.197749741,43.7448,81,3.74,0.62,0.22
Rockets,West,-0.122240959,-5.757363083,39.6534,20.74,0.12,<0.1,<0.1
Bulls,East,-0.37447562,0.568160305,38.966,40.46,2.96,0.78,0.4
Kings,West,-0.387679654,0.365537716,43.2652,66.84,7.9,2.6,0.68
Mavericks,West,-0.666479276,-0.773191254,42.0898,50.28,4.3,1.02,0.24
Heat,East,-0.959790222,0.801721573,41.691,72.18,6.5,1.38,0.32
Raptors,East,-1.018217254,-0.633836834,34.3438,8.78,0.46,0.12,<0.1
Nets,East,-2.056315657,-0.663742541,34.0456,9.38,0.26,<0.1,<0.1
Jazz,West,-2.514382634,-2.761827468,38.1812,10.22,0.54,0.08,<0.1
Hawks,East,-3.399408555,-1.222802404,33.7828,5.68,0.22,<0.1,<0.1
Grizzlies,West,-5.022459332,-0.426857286,31.5134,0.14,<0.1,<0.1,<0.1
Spurs,West,-8.053335598,-10.13390496,18.6458,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.177361583,-4.964472116,17.74,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.397108436,-7.233919591,22.272,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.555195067,-8.791763584,14.5482,<0.1,<0.1,<0.1,<0.1
Hornets,East,-9.580429881,-7.600687405,20.1328,<0.1,<0.1,<0.1,<0.1
