Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.507837282,7.527648312,64.2964,>99.9,67.3,49,34.82
Thunder,West,9.491340978,3.973013605,58.8234,>99.9,35.72,19.5,7.94
T-Wolves,West,6.860254309,3.698125616,57.4804,>99.9,35.02,18.18,7.32
Cavaliers,East,6.233656023,4.482652096,54.1838,>99.9,44.86,19.38,10.56
Pelicans,West,6.17748459,2.274150497,49.73,97.98,18.28,6.86,2.22
Clippers,West,5.158167553,2.171130547,53.6678,>99.9,23.92,9.44,3.14
Bucks,East,4.446657912,2.632118082,51.1856,99.92,25.06,8.48,3.68
Suns,West,2.709714923,2.075536074,45.8484,75.22,12.3,4.28,1.28
Knicks,East,2.655025736,2.983253716,48.5418,98.46,21.06,8.8,3.62
Nuggets,West,2.123270607,5.769479005,52.5316,99.88,47.94,32.62,16.76
Lakers,West,2.027899396,1.748200398,43.4976,48.02,7.8,3.44,0.98
76ers,East,1.59594493,3.56572397,46.128,93.62,20.34,8.38,3.98
Heat,East,1.215464099,1.482861077,46.3438,92.98,11.82,3.62,1.4
Kings,West,0.996757357,0.77585664,45.9128,75.82,8.88,2.54,0.72
Pacers,East,0.855931816,-2.215281781,44.0204,74.06,2.34,0.34,0.1
Magic,East,0.837677563,-0.76834504,46.097,89.26,4.6,1.12,0.4
Mavericks,West,0.564898555,-0.278832103,45.806,68.2,5.3,1.18,0.22
Warriors,West,0.212164839,1.82661084,42.5094,33,4.8,1.96,0.62
Bulls,East,0.187071075,0.675112914,40.0146,34.38,2.1,0.82,0.22
Rockets,West,-0.541718787,-5.146912584,37.4616,1.36,<0.1,<0.1,<0.1
Jazz,West,-2.261512097,-3.375675242,36.6498,0.56,<0.1,<0.1,<0.1
Raptors,East,-2.929555197,-0.951814603,32.354,3.04,0.12,<0.1,<0.1
Nets,East,-3.045310949,-2.166657333,33.0476,4.18,0.08,<0.1,<0.1
Hawks,East,-3.697702486,-0.804584591,34.9266,10.1,0.32,<0.1,<0.1
Grizzlies,West,-6.097154226,-2.505491515,29.0556,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.076459548,-10.18169897,17.5856,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.717591763,-8.768913816,14.872,<0.1,<0.1,<0.1,<0.1
Wizards,East,-9.08349148,-5.944428244,15.8116,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.715296507,-8.530270977,20.978,<0.1,<0.1,<0.1,<0.1
Hornets,East,-9.958623788,-7.992863336,20.6388,<0.1,<0.1,<0.1,<0.1
