Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.205939025,7.475311297,61.1586,>99.9,65.46,47.9,36.26
Nuggets,West,5.497229421,5.376633411,54.2546,99.86,57.74,43.92,22.32
76ers,East,5.47218272,4.72339609,53.2458,99.72,39.24,18.18,10.92
Cavaliers,East,5.249488339,3.038842886,50.1348,98.3,22.68,8.98,4.46
Heat,East,4.496897679,2.895139811,50.7184,98.88,21,7.86,3.98
Bucks,East,4.040373193,2.386286829,50.5566,98.58,17.7,6.02,2.82
Knicks,East,3.84735882,2.914873733,48.3078,96.2,20.82,7.74,4.12
Warriors,West,3.611337456,1.486817854,46.977,91.38,23.14,9.44,2.7
Lakers,West,2.441975093,1.575312859,46.0442,83.54,20.06,9,2.82
Suns,West,2.415138907,0.618448254,45.817,84.8,16.52,6.88,1.56
Thunder,West,2.304654433,-0.472269122,48.0622,93.6,15.22,5.18,1.06
T-Wolves,West,2.09512749,0.394720361,49.0366,94.72,20.2,7.62,1.9
Raptors,East,1.287580482,-0.428378008,41.5998,60.26,3.8,0.94,0.32
Kings,West,1.100294189,0.383988317,43.5382,67.5,12,4.02,0.66
Clippers,West,0.99260709,-0.554103661,40.461,42.18,5.44,1.74,0.22
Bulls,East,0.729845282,-0.93928409,38.13,31.6,1.52,0.28,<0.1
Pelicans,West,0.504306082,0.869145405,42.128,57.06,12.04,4.98,1.24
Hawks,East,0.477223706,1.009814721,40.9978,58.02,5.12,1.3,0.46
Grizzlies,West,0.341898437,1.222298399,37.627,22.36,4.78,2.12,0.54
Mavericks,West,-0.061544761,0.997369574,42.4638,62.34,12.82,5.1,1.24
Magic,East,-1.369815707,-3.144576419,38.7882,31.9,0.56,0.06,<0.1
Nets,East,-1.740954074,1.066122102,36.6888,22.48,2.1,0.74,0.32
Pacers,East,-4.102619363,-4.352137747,33.1396,3.8,<0.1,<0.1,<0.1
Jazz,West,-4.213611973,-2.370981079,30.4166,0.54,<0.1,<0.1,<0.1
Wizards,East,-4.713133198,-2.923921005,27.1934,0.22,<0.1,<0.1,<0.1
Hornets,East,-6.43635391,-5.775108219,25.3802,<0.1,<0.1,<0.1,<0.1
Rockets,West,-6.486823198,-7.87697565,29.0446,0.12,<0.1,<0.1,<0.1
Pistons,East,-8.555129623,-7.574112045,20.2276,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.94227429,-7.418074536,18.6102,<0.1,<0.1,<0.1,<0.1
Spurs,West,-13.09846344,-9.96453239,15.2516,<0.1,<0.1,<0.1,<0.1
