Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,12.19059644,8.197712795,65.5164,>99.9,69.74,54.68,40.74
Thunder,West,7.888708102,4.267394586,57.234,>99.9,39.62,20.96,8.42
Pelicans,West,7.329882971,3.256202845,51.3002,99.68,26.06,11.08,3.86
T-Wolves,West,6.68043717,3.861178604,56.502,>99.9,35.06,18.56,7.2
Cavaliers,East,5.794055308,4.375729112,52.1176,>99.9,38.14,14.32,7.36
Clippers,West,4.658311703,2.122918317,51.977,99.84,18.54,6.76,1.82
Bucks,East,4.392129359,3.083233923,52.1272,>99.9,28.36,9.46,3.94
Nuggets,West,4.177767227,5.763227909,55.7808,>99.9,49.28,31.56,14.68
Knicks,East,2.577090958,3.119855188,48.285,99.14,20.38,8.18,3.84
Pacers,East,2.112490938,-1.673695409,45.703,88.52,3.48,0.64,0.06
Suns,West,1.985228099,2.361932057,45.5388,69.18,9.96,3.98,1.14
Mavericks,West,1.745972037,-0.288883483,47.098,82.72,5.64,1.38,0.2
Warriors,West,1.290674751,1.777637377,43.8934,37.78,5,1.86,0.64
Magic,East,0.533899907,-0.158599746,47.51,97.24,6.48,1.7,0.48
Heat,East,0.206492577,2.532498273,44.8546,88.2,15.26,4.66,2.2
Bulls,East,0.188347865,0.011846178,40.4296,27.04,1.36,0.48,0.08
Kings,West,0.161494656,0.702046356,46.079,77.52,6.54,2.14,0.5
Rockets,West,-0.308527015,-3.946821965,39.6218,2.44,<0.1,<0.1,<0.1
Lakers,West,-0.347717556,1.731346296,42.9032,30.82,4.28,1.7,0.58
76ers,East,-0.486015909,2.949387115,44.1572,83.8,16.28,5.86,2.26
Jazz,West,-2.955453165,-3.988736553,34.2526,<0.1,<0.1,<0.1,<0.1
Hawks,East,-3.236557624,-0.856573135,36.023,15.2,0.52,<0.1,<0.1
Nets,East,-3.631127708,-2.975578538,31.7132,0.84,<0.1,<0.1,<0.1
Raptors,East,-4.796413288,-2.108677792,28.313,<0.1,<0.1,<0.1,<0.1
Spurs,West,-5.569989748,-9.339260083,19.8524,—,—,—,—
Grizzlies,West,-6.926208248,-3.911651522,27.4962,<0.1,<0.1,<0.1,<0.1
Pistons,East,-7.1291706,-8.625759763,16.3512,—,—,—,—
Blazers,West,-8.326692947,-8.750200729,22.794,—,—,—,—
Wizards,East,-9.270404853,-7.255497743,15.0882,—,—,—,—
Hornets,East,-10.62634477,-8.658247486,19.4874,<0.1,<0.1,<0.1,<0.1
