Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.698800759,7.069281515,62.4746,>99.9,62.96,44.54,31.46,Boston Celtics,bos,62,0.9990000000000001,0.3146
Thunder,West,8.174442298,3.327541693,57.3984,>99.9,33.98,17.3,6.82,Oklahoma City Thunder,okc,57,0.9990000000000001,0.0682
T-Wolves,West,7.102611276,3.054744782,57.0748,>99.9,32.12,15.48,5.7,Minnesota Timberwolves,min,57,0.9990000000000001,0.057
Clippers,West,6.86257179,2.701646869,55.721,>99.9,29.9,13.42,5.12,LA Clippers,lac,56,0.9990000000000001,0.0512
Cavaliers,East,5.780493079,4.75305217,55.0892,>99.9,47.78,22.02,12.1,Cleveland Cavaliers,cle,55,0.9990000000000001,0.121
Pelicans,West,4.90276642,1.82237946,49.3102,98.12,14.74,5.42,1.74,New Orleans Pelicans,no,49,0.9812000000000001,0.0174
Knicks,East,3.977591184,3.652303759,50.7982,99.86,27.54,11.44,5.62,New York Knicks,ny,51,0.9986,0.0562
Bucks,East,3.082510704,2.243419366,50.1248,99.84,18.82,6.6,2.8,Milwaukee Bucks,mil,50,0.9984000000000001,0.027999999999999997
76ers,East,3.002592317,3.933890436,47.5268,97.7,24.16,11.48,5.62,Philadelphia 76ers,phi,48,0.977,0.0562
Nuggets,West,2.93542901,5.612098509,53.3464,99.92,50.46,34.06,17.88,Denver Nuggets,den,53,0.9992,0.1788
Suns,West,1.707611605,1.670711062,45.5338,77.6,13.22,5.18,1.38,Phoenix Suns,phx,46,0.7759999999999999,0.0138
Warriors,West,1.677720038,1.604272514,42.662,41.4,6.18,2.58,0.76,Golden State Warriors,gs,43,0.414,0.0076
Rockets,West,1.546666901,-5.179994685,39.761,10.22,0.2,<0.1,<0.1,Houston Rockets,hou,40,0.10220000000000001,0.001
Magic,East,0.748928976,-0.41236406,45.0158,88.48,5.8,0.94,0.28,Orlando Magic,orl,45,0.8848,0.0028000000000000004
Pacers,East,0.617675555,-2.595887392,43.7466,79.34,2.18,0.32,<0.1,Indiana Pacers,ind,44,0.7934,0.001
Mavericks,West,0.494893822,-0.723787728,44.5436,60.1,4.26,1.26,0.26,Dallas Mavericks,dal,45,0.601,0.0026
Lakers,West,0.421998662,1.701059076,42.2502,40.84,6.66,2.8,0.7,Los Angeles Lakers,lal,42,0.40840000000000004,0.006999999999999999
Kings,West,-0.073900922,0.551589736,44.7466,67.9,8.18,2.48,0.8,Sacramento Kings,sac,45,0.679,0.008
Heat,East,-0.563337975,0.628874007,42.4396,78.12,7.3,1.68,0.66,Miami Heat,mia,42,0.7812,0.0066
Bulls,East,-1.283973651,0.744800909,38.2784,31.22,2.54,0.78,0.18,Chicago Bulls,chi,38,0.3122,0.0018
Jazz,West,-1.859527169,-2.86835927,38.5584,3.9,0.1,<0.1,<0.1,Utah Jazz,uta,39,0.039,0.001
Nets,East,-1.913041206,-1.330276068,34.248,7.34,0.32,0.06,<0.1,Brooklyn Nets,bkn,34,0.07339999999999999,0.001
Hawks,East,-2.280467014,-0.787903027,36.6362,15.76,0.58,0.14,0.06,Atlanta Hawks,atl,37,0.1576,6e-4
Raptors,East,-2.713973537,-1.009362007,32.349,2.34,<0.1,<0.1,<0.1,Toronto Raptors,tor,32,0.023399999999999997,0.001
Grizzlies,West,-5.883449234,-1.889428673,29.2528,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,29,0.001,0.001
Blazers,West,-8.156654079,-7.190170274,23.2292,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,23,0.001,0.001
Wizards,East,-8.175574074,-5.301376485,17.598,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,18,0.001,0.001
Spurs,West,-8.281030921,-9.730059273,17.7696,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Pistons,East,-8.457900697,-8.682586008,16.375,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,16,0.001,0.001
Hornets,East,-11.78481997,-8.751094147,16.1418,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,16,0.001,0.001
