Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.469461932,7.133875036,62.069,>99.9,62.92,43.74,30.54
Thunder,West,7.684722036,3.333745212,57.042,>99.9,34.98,18.04,6.74
T-Wolves,West,7.0288351,3.106390249,56.9328,>99.9,31.42,14.66,5.6
Clippers,West,6.726291263,2.702037649,55.5772,>99.9,29.2,13.56,4.52
Cavaliers,East,5.978497306,4.751452783,54.963,>99.9,47.62,21.48,11.86
Pelicans,West,4.990729052,1.908315485,49.9508,98.48,15.66,6.24,1.84
Knicks,East,4.32304692,3.652792149,51.0034,99.78,27.68,11.7,6.04
76ers,East,3.924663994,4.040696469,49.0358,99.12,26.18,12.4,7
Nuggets,West,3.609321066,5.786983325,54.5106,>99.9,52.9,35.02,18.52
Bucks,East,3.242536655,2.112017708,50.1688,99.54,17.18,5.96,2.28
Suns,West,2.593663387,1.669883409,46.4376,88.34,13.7,5.04,1.66
Pacers,East,1.88160866,-2.600480636,44.879,84.18,2.3,0.4,<0.1
Rockets,West,1.20621,-5.277357494,40.0914,15.5,0.08,<0.1,<0.1
Warriors,West,0.997747429,1.622612397,42.197,39.84,6.1,2.36,0.66
Magic,East,0.838350972,-0.397853477,44.9264,85.28,5.6,1.14,0.34
Mavericks,West,0.075721477,-0.72686503,44.1688,60.06,4.92,1.28,0.3
Heat,East,-0.078647392,0.645365394,42.8022,76.72,7.08,1.9,0.62
Lakers,West,-0.164010463,1.612124412,41.1558,31.82,4.4,1.72,0.46
Bulls,East,-0.686027847,0.747020006,38.836,34.18,2.9,1.12,0.46
Kings,West,-0.726568654,0.344782727,43.6674,60.68,6.38,2.04,0.46
Nets,East,-2.243473054,-1.322393123,33.869,7.4,0.14,0.06,<0.1
Jazz,West,-2.270183343,-2.869859316,38.4096,5.34,0.26,<0.1,<0.1
Raptors,East,-2.771948218,-0.975237698,31.6632,2.32,<0.1,<0.1,<0.1
Hawks,East,-2.983413712,-0.926174332,35.3984,11.48,0.36,0.1,<0.1
Grizzlies,West,-6.497427766,-1.902915329,28.7864,<0.1,<0.1,<0.1,<0.1
Wizards,East,-8.038516075,-5.399328623,17.8086,<0.1,<0.1,<0.1,<0.1
Blazers,West,-8.345193776,-7.193375536,23.1682,<0.1,<0.1,<0.1,<0.1
Pistons,East,-8.52830951,-8.679695467,16.304,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.815700001,-9.73528409,17.518,<0.1,<0.1,<0.1,<0.1
Hornets,East,-11.31459934,-8.521052628,16.6596,<0.1,<0.1,<0.1,<0.1
