Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,12.13305679,8.275988127,64.404,>99.9,70,54.68,39.96
Thunder,West,7.994121207,4.208096623,57.1632,>99.9,35.4,18.72,8.02
Pelicans,West,7.798363725,3.846931254,51.2236,99.68,29.02,13.92,5.3
T-Wolves,West,6.616244762,4.312047564,57.3578,>99.9,36.94,18.54,7.52
Cavaliers,East,4.710336025,3.726695333,50.105,>99.9,32.22,12.48,5.5
Nuggets,West,4.557760976,5.959668378,56.224,>99.9,49.68,32.38,16.12
Bucks,East,3.945846169,3.148832395,51.4198,>99.9,30.66,10.34,4.08
Knicks,East,3.837364709,3.385813095,48.8868,99.76,24.64,9.7,4.06
Suns,West,3.242469903,2.679173441,46.5998,72.1,11.26,4.64,1.56
Clippers,West,3.171462805,1.718089194,51.4638,99.72,14.76,4.68,1.26
Pacers,East,2.986558486,-0.73204869,46.2256,93.92,5.24,0.96,0.24
Mavericks,West,2.267174256,0.861745176,49.2026,96.8,9.18,2.58,0.78
Warriors,West,2.21033432,2.134207306,44.2314,22.88,3.64,1.26,0.5
Magic,East,0.950021354,-0.012934811,47.097,97.32,6.36,1.54,0.3
Heat,East,0.885293405,2.718388562,45.1794,89.78,15.36,5.16,2.12
Rockets,West,0.572060076,-2.40053898,42.4242,6.26,0.18,<0.1,<0.1
Kings,West,0.271763048,0.320162042,46.0286,62,4.68,1.46,0.18
Lakers,West,-0.145170117,2.018198025,45.0596,40.56,5.26,1.82,0.64
Bulls,East,-0.191076412,-0.398547741,38.8178,20.06,0.64,0.22,0.06
76ers,East,-1.606143962,2.839013343,43.1974,82.62,14.5,4.82,1.78
Hawks,East,-1.948344333,-0.882863453,37.8742,16.52,0.38,0.1,<0.1
Jazz,West,-3.055411799,-4.863553376,31.6022,—,—,—,—
Nets,East,-4.297913796,-3.076869617,32.258,<0.1,<0.1,<0.1,<0.1
Spurs,West,-5.030323325,-8.989315415,20.6598,—,—,—,—
Raptors,East,-6.211539782,-3.283922234,25.9104,—,—,—,—
Pistons,East,-7.148145078,-8.994770762,15.9582,—,—,—,—
Grizzlies,West,-7.509600378,-4.276728493,26.8916,—,—,—,—
Wizards,East,-8.636840247,-7.468578511,16.1932,—,—,—,—
Blazers,West,-9.931217975,-9.960155918,20.9092,—,—,—,—
Hornets,East,-11.92814735,-9.262754472,19.4318,—,—,—,—
