Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.151082806,7.453611802,61.1152,>99.9,65.78,48.72,36.06,Boston Celtics,bos,61,0.9990000000000001,0.36060000000000003
Nuggets,West,5.584302158,5.419610429,54.3988,99.76,58.08,44.06,22.32,Denver Nuggets,den,54,0.9976,0.2232
Cavaliers,East,5.574786266,3.108517286,51.572,99.38,24.94,9.06,4.86,Cleveland Cavaliers,cle,52,0.9937999999999999,0.048600000000000004
76ers,East,5.231745277,4.456410353,51.9342,99.72,36.62,16.42,9.62,Philadelphia 76ers,phi,52,0.9972,0.0962
Heat,East,4.452681972,2.922396199,50.699,98.88,22.96,8.8,4.52,Miami Heat,mia,51,0.9887999999999999,0.0452
Bucks,East,3.971741101,2.423579738,50.3622,98.86,19.22,6.84,3.28,Milwaukee Bucks,mil,50,0.9886,0.032799999999999996
Knicks,East,3.833986746,2.878883475,48.2814,97.34,19.16,7.52,3.52,New York Knicks,ny,48,0.9734,0.0352
Warriors,West,3.642492708,1.522802911,47.0002,90.94,22.26,9.64,2.56,Golden State Warriors,gs,47,0.9094,0.0256
Lakers,West,3.098596773,1.802029457,47.6476,89.62,24.04,10.98,3.54,Los Angeles Lakers,lal,48,0.8962,0.0354
Suns,West,3.009783688,0.796297735,46.888,89.72,18.12,7.28,1.66,Phoenix Suns,phx,47,0.8972,0.0166
Thunder,West,2.185498579,-0.466068822,47.8364,92.22,15.04,4.52,0.74,Oklahoma City Thunder,okc,48,0.9222,0.0074
T-Wolves,West,1.937871634,0.456432372,48.6682,93.9,19.84,7.6,1.94,Minnesota Timberwolves,min,49,0.9390000000000001,0.0194
Kings,West,1.122021479,0.393651988,43.4858,65.84,11.44,4.16,1.2,Sacramento Kings,sac,43,0.6584,0.012
Clippers,West,1.045615433,-0.524999534,40.4716,40.68,4.9,1.82,0.36,LA Clippers,lac,40,0.4068,0.0036
Raptors,East,1.010134824,-0.590742847,40.585,53.54,2.68,0.54,0.2,Toronto Raptors,tor,41,0.5354,0.002
Bulls,East,0.776388653,-0.923784855,38.1698,32.88,1.44,0.3,0.1,Chicago Bulls,chi,38,0.32880000000000004,0.001
Pelicans,West,0.486453089,0.886524713,42.0624,55.72,10.4,3.62,0.98,New Orleans Pelicans,no,42,0.5572,0.0098
Grizzlies,West,0.369522304,1.261730377,37.4648,21.22,4.18,1.96,0.64,Memphis Grizzlies,mem,37,0.2122,0.0064
Mavericks,West,-0.031439275,0.899660167,42.3292,60.02,11.68,4.36,1.14,Dallas Mavericks,dal,42,0.6002000000000001,0.011399999999999999
Hawks,East,-0.061043217,1.002837092,39.2746,45.42,4.36,1.28,0.56,Atlanta Hawks,atl,39,0.4542,0.005600000000000001
Magic,East,-0.88522534,-3.064039185,40.1348,45,1.02,0.1,<0.1,Orlando Magic,orl,40,0.45,0.001
Nets,East,-1.804353378,1.065946586,36.5226,22.18,1.8,0.42,0.18,Brooklyn Nets,bkn,37,0.2218,0.0018
Pacers,East,-3.939389236,-4.272599676,34.4056,6.62,<0.1,<0.1,<0.1,Indiana Pacers,ind,34,0.0662,0.001
Jazz,West,-4.737637312,-2.566486122,29.2654,0.28,<0.1,<0.1,<0.1,Utah Jazz,uta,29,0.0028000000000000004,0.001
Wizards,East,-4.872633948,-2.923991952,26.7772,0.12,<0.1,<0.1,<0.1,Washington Wizards,wsh,27,0.0012,0.001
Hornets,East,-6.406363298,-5.814371549,25.4922,0.06,<0.1,<0.1,<0.1,Charlotte Hornets,cha,25,6e-4,0.001
Rockets,West,-6.435234254,-7.878566223,29.2118,0.08,<0.1,<0.1,<0.1,Houston Rockets,hou,29,8e-4,0.001
Pistons,East,-8.519813228,-7.578198545,20.4828,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,20,0.001,0.001
Blazers,West,-11.18027582,-7.445917124,18.1852,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,18,0.001,0.001
Spurs,West,-13.05346845,-9.969502345,15.276,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,15,0.001,0.001
