Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Thunder,West,9.182811615,3.827185519,58.327,>99.9,36.4,19.26,8.02,Oklahoma City Thunder,okc,58,0.9990000000000001,0.0802
Celtics,East,9.018410019,7.332651506,63.639,>99.9,65.8,47.9,33.94,Boston Celtics,bos,64,0.9990000000000001,0.3394
T-Wolves,West,7.172162201,3.566866694,57.5256,>99.9,34.8,18,6.78,Minnesota Timberwolves,min,58,0.9990000000000001,0.0678
Cavaliers,East,5.991612185,4.563769241,53.8088,>99.9,44.54,19.16,10.64,Cleveland Cavaliers,cle,54,0.9990000000000001,0.10640000000000001
Pelicans,West,5.819087757,2.276963503,50.158,98.38,18.32,7.98,2.54,New Orleans Pelicans,no,50,0.9838,0.0254
Clippers,West,5.396247056,2.3757183,54.4766,>99.9,25.42,9.88,3.6,LA Clippers,lac,54,0.9990000000000001,0.036000000000000004
Bucks,East,3.920733939,2.41725636,50.409,99.58,22.28,7.42,3.2,Milwaukee Bucks,mil,50,0.9958,0.032
Knicks,East,3.642394433,3.240932653,49.5036,99.12,23.8,9.76,4.6,New York Knicks,ny,50,0.9912000000000001,0.046
Suns,West,2.601171445,2.021201892,45.4134,67.9,11.6,4.68,1.4,Phoenix Suns,phx,45,0.679,0.013999999999999999
Nuggets,West,2.097219531,5.648991439,52.1368,99.6,45.54,30.92,16.12,Denver Nuggets,den,52,0.996,0.1612
76ers,East,2.096807115,3.771139362,46.9302,95.26,21.54,9.94,4.64,Philadelphia 76ers,phi,47,0.9526,0.0464
Lakers,West,1.956017209,1.849589484,43.8348,49.82,7.18,2.56,0.88,Los Angeles Lakers,lal,44,0.4982,0.0088
Mavericks,West,1.087750928,-0.053850811,46.5898,74.98,7.38,1.84,0.42,Dallas Mavericks,dal,47,0.7498,0.0042
Heat,East,1.042243689,1.261018012,45.659,90.42,11.1,3.24,1.18,Miami Heat,mia,46,0.9042,0.0118
Pacers,East,0.890581836,-2.199306698,44.3404,76.82,2.7,0.26,0.06,Indiana Pacers,ind,44,0.7681999999999999,6e-4
Magic,East,0.793601334,-0.532407239,46.4892,90.94,6.02,1.62,0.36,Orlando Magic,orl,46,0.9094,0.0036
Warriors,West,0.646587985,1.776303546,43.3208,39.28,6.26,2.52,0.88,Golden State Warriors,gs,43,0.39280000000000004,0.0088
Kings,West,0.449111935,0.5681784,45.3618,67.52,7.06,2.32,0.46,Sacramento Kings,sac,45,0.6751999999999999,0.0046
Rockets,West,0.265948012,-5.249657259,38.2496,2.36,<0.1,<0.1,<0.1,Houston Rockets,hou,38,0.0236,0.001
Bulls,East,-0.189193319,0.633047672,38.912,30.6,1.86,0.6,0.26,Chicago Bulls,chi,39,0.306,0.0026
Jazz,West,-2.611359924,-3.345747318,35.9868,0.18,<0.1,<0.1,<0.1,Utah Jazz,uta,36,0.0018,0.001
Raptors,East,-3.119356233,-1.072175768,31.6122,2.82,<0.1,<0.1,<0.1,Toronto Raptors,tor,32,0.0282,0.001
Nets,East,-3.44172848,-2.087904168,32.5054,4.9,0.06,<0.1,<0.1,Brooklyn Nets,bkn,33,0.049,0.001
Hawks,East,-4.074243844,-0.96293821,34.14,9.54,0.26,0.08,<0.1,Atlanta Hawks,atl,34,0.09539999999999998,0.001
Grizzlies,West,-5.581583834,-2.117568511,29.8554,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,30,0.001,0.001
Spurs,West,-8.095080258,-10.02141402,17.8196,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Wizards,East,-8.660963444,-5.872159525,16.345,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,16,0.001,0.001
Pistons,East,-8.950555756,-8.994314151,15.2272,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Blazers,West,-9.416658307,-8.173830442,21.7104,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,22,0.001,0.001
Hornets,East,-10.55597987,-8.238891256,19.7126,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,20,0.001,0.001
