Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.151082806,7.453611802,61.1152,>99.9,65.78,48.72,36.06
Nuggets,West,5.584302158,5.419610429,54.3988,99.76,58.08,44.06,22.32
Cavaliers,East,5.574786266,3.108517286,51.572,99.38,24.94,9.06,4.86
76ers,East,5.231745277,4.456410353,51.9342,99.72,36.62,16.42,9.62
Heat,East,4.452681972,2.922396199,50.699,98.88,22.96,8.8,4.52
Bucks,East,3.971741101,2.423579738,50.3622,98.86,19.22,6.84,3.28
Knicks,East,3.833986746,2.878883475,48.2814,97.34,19.16,7.52,3.52
Warriors,West,3.642492708,1.522802911,47.0002,90.94,22.26,9.64,2.56
Lakers,West,3.098596773,1.802029457,47.6476,89.62,24.04,10.98,3.54
Suns,West,3.009783688,0.796297735,46.888,89.72,18.12,7.28,1.66
Thunder,West,2.185498579,-0.466068822,47.8364,92.22,15.04,4.52,0.74
T-Wolves,West,1.937871634,0.456432372,48.6682,93.9,19.84,7.6,1.94
Kings,West,1.122021479,0.393651988,43.4858,65.84,11.44,4.16,1.2
Clippers,West,1.045615433,-0.524999534,40.4716,40.68,4.9,1.82,0.36
Raptors,East,1.010134824,-0.590742847,40.585,53.54,2.68,0.54,0.2
Bulls,East,0.776388653,-0.923784855,38.1698,32.88,1.44,0.3,0.1
Pelicans,West,0.486453089,0.886524713,42.0624,55.72,10.4,3.62,0.98
Grizzlies,West,0.369522304,1.261730377,37.4648,21.22,4.18,1.96,0.64
Mavericks,West,-0.031439275,0.899660167,42.3292,60.02,11.68,4.36,1.14
Hawks,East,-0.061043217,1.002837092,39.2746,45.42,4.36,1.28,0.56
Magic,East,-0.88522534,-3.064039185,40.1348,45,1.02,0.1,<0.1
Nets,East,-1.804353378,1.065946586,36.5226,22.18,1.8,0.42,0.18
Pacers,East,-3.939389236,-4.272599676,34.4056,6.62,<0.1,<0.1,<0.1
Jazz,West,-4.737637312,-2.566486122,29.2654,0.28,<0.1,<0.1,<0.1
Wizards,East,-4.872633948,-2.923991952,26.7772,0.12,<0.1,<0.1,<0.1
Hornets,East,-6.406363298,-5.814371549,25.4922,0.06,<0.1,<0.1,<0.1
Rockets,West,-6.435234254,-7.878566223,29.2118,0.08,<0.1,<0.1,<0.1
Pistons,East,-8.519813228,-7.578198545,20.4828,<0.1,<0.1,<0.1,<0.1
Blazers,West,-11.18027582,-7.445917124,18.1852,<0.1,<0.1,<0.1,<0.1
Spurs,West,-13.05346845,-9.969502345,15.276,<0.1,<0.1,<0.1,<0.1
