Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.612249852,7.087568077,60.7138,>99.9,63,44.48,32.8
76ers,East,6.584132501,4.955623453,55.83,>99.9,46.42,22.42,14.66
Nuggets,West,4.454162051,5.000756107,51.4226,98.7,52.32,36.94,18.42
T-Wolves,West,3.849908795,1.400460249,54.6602,99.56,27.48,12.24,3.46
Cavaliers,East,3.780962205,3.423465133,49.0362,96.42,22.68,9.34,5.32
Bucks,East,3.697891181,2.607878665,50.9678,98.56,21.02,7.48,3.82
Lakers,West,3.403903738,2.057072877,48.7368,92.46,25.8,12.74,4.6
Warriors,West,3.081647945,1.746355093,46.0058,78.64,19.58,8.5,2.44
Heat,East,2.76309162,2.206421545,47.1676,90.02,14.36,5.1,2.36
Knicks,East,2.754664291,2.726736539,46.9308,88.76,16.24,6.48,2.96
Suns,West,2.521244185,0.641852414,46.6142,80,13.94,5.48,1.3
Thunder,West,2.355407874,0.553306256,49.6172,93.66,17.68,7.14,1.92
Pelicans,West,1.626617589,0.910619441,44.8244,67.6,12.52,4.82,1.24
Clippers,West,1.542940182,-0.462478669,43.6862,54.24,6.64,2.62,0.54
Kings,West,1.447106021,0.836901161,45.415,72.66,14,5.76,1.52
Bulls,East,0.917872115,-0.447398898,39.9728,28.66,2.12,0.46,0.16
Nets,East,0.592723581,1.162139534,43.4338,65.82,7.54,2.38,1.02
Hawks,East,0.458245928,0.610495332,40.4934,34.16,2.74,0.92,0.24
Mavericks,West,0.01104177,0.647965214,43.8052,58.46,9.88,3.7,0.94
Raptors,East,-0.04364377,-0.648666093,38.8388,19.72,1.16,0.38,0.12
Magic,East,-0.511631125,-1.993858313,43.5984,61.02,2.46,0.54,0.14
Grizzlies,West,-1.4199911,0.095575237,34.1052,2.2,0.16,0.06,<0.1
Pacers,East,-2.197114905,-3.521239255,38.6938,16.9,0.26,<0.1,<0.1
Rockets,West,-4.372870223,-6.915109703,35.2676,1.82,<0.1,<0.1,<0.1
Wizards,East,-5.786313329,-3.16185293,24.174,<0.1,<0.1,<0.1,<0.1
Hornets,East,-6.436200718,-6.055425185,26.7758,<0.1,<0.1,<0.1,<0.1
Jazz,West,-7.014360987,-3.420937874,25.7596,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.667719333,-8.53263855,17.0916,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.51793116,-6.171906384,20.51,<0.1,<0.1,<0.1,<0.1
Spurs,West,-11.8085309,-10.40259753,15.8514,<0.1,<0.1,<0.1,<0.1
