Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.291522627,7.186900214,62.3862,>99.9,64.56,45.32,32.54
76ers,East,7.121267849,5.572587568,56.9826,>99.9,53.06,27,18.18
Nuggets,West,6.394124958,5.535591402,55.3626,99.86,57.68,42.34,20.32
T-Wolves,West,4.6022964,1.890346803,56.358,99.92,31.7,13.5,4.54
Bucks,East,3.711594564,1.951596514,52.3822,99.68,18.52,5.54,2.7
Thunder,West,3.699244565,1.494263526,52.5428,99.12,22.9,9.82,2.8
Pelicans,West,3.675137423,1.330239107,49.0548,93.18,19,7.82,2.36
Warriors,West,3.20158314,1.401363179,46.4526,81.78,16.98,6.96,1.78
Clippers,West,3.187083773,0.145133459,48.217,90.58,13.12,4.78,1.2
Knicks,East,2.577985444,2.883227334,47.3358,93.7,17.58,7,2.98
Heat,East,2.570266982,2.257617187,47.0708,93.48,14.32,5.06,2.5
Lakers,West,2.40923684,1.647246207,44.5246,67.64,14.1,6.16,1.64
Cavaliers,East,2.119424991,2.947540382,45.9588,89.58,17.42,6.38,3.18
Suns,West,1.095530954,0.893789974,42.7164,47.34,8.1,3.12,0.76
Bulls,East,0.878065803,0.841987773,40.9614,46.02,4.08,0.9,0.32
Kings,West,0.33175368,0.900463566,44.3506,62.46,10.88,4.06,0.94
Nets,East,-0.091733244,0.990353872,40.9634,48.62,4.52,1.4,0.62
Magic,East,-0.115822081,-1.39746227,43.8614,70.42,2.8,0.52,0.06
Hawks,East,-0.262516391,0.507048215,39.5308,29.24,2.36,0.68,0.32
Mavericks,West,-0.528089334,-0.532599332,42.9462,47.6,5.34,1.38,0.26
Raptors,East,-0.922125046,-0.676023864,36.9966,11.16,0.58,0.14,<0.1
Pacers,East,-1.700736582,-3.613964854,38.211,18.1,0.2,0.06,<0.1
Rockets,West,-2.290233644,-6.363204663,38.7988,10.38,0.2,0.06,<0.1
Grizzlies,West,-2.77797181,-0.345345084,30.9808,0.12,<0.1,<0.1,<0.1
Jazz,West,-6.31034936,-3.286753797,28.1018,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.053280804,-3.632440441,22.3952,<0.1,<0.1,<0.1,<0.1
Hornets,East,-7.773231323,-7.228079069,23.426,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.956836851,-5.465937254,19.968,<0.1,<0.1,<0.1,<0.1
Pistons,East,-10.62685897,-9.168016426,14.7152,<0.1,<0.1,<0.1,<0.1
Spurs,West,-11.26070684,-11.04910641,16.4476,<0.1,<0.1,<0.1,<0.1
