Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,11.74679981,8.058704976,65.3616,>99.9,69.66,53.42,38.56,Boston Celtics,bos,65,0.9990000000000001,0.3856
Thunder,West,7.874599149,4.294482832,57.0938,>99.9,38.7,21.02,8.96,Oklahoma City Thunder,okc,57,0.9990000000000001,0.08960000000000001
Pelicans,West,7.202537602,3.096144965,51.1106,99.78,22.8,10.34,3.46,New Orleans Pelicans,no,51,0.9978,0.0346
T-Wolves,West,6.52302823,3.741125242,56.1868,>99.9,34.16,16.8,6.78,Minnesota Timberwolves,min,56,0.9990000000000001,0.0678
Cavaliers,East,6.208394204,4.435670438,52.9072,>99.9,42.8,16.44,8.08,Cleveland Cavaliers,cle,53,0.9990000000000001,0.0808
Clippers,West,5.070312198,2.268027103,52.8854,99.94,20.26,7.62,2.3,LA Clippers,lac,53,0.9994,0.023
Bucks,East,4.334649312,2.885565532,51.6954,>99.9,25.86,8.4,3.4,Milwaukee Bucks,mil,52,0.9990000000000001,0.034
Nuggets,West,4.247716573,5.835382839,56.2734,>99.9,50.5,32.44,16.84,Denver Nuggets,den,56,0.9990000000000001,0.1684
Knicks,East,2.648708369,3.1430312,47.9076,99.18,19.8,8.56,3.68,New York Knicks,ny,48,0.9918,0.0368
Suns,West,2.161260261,2.446511159,46.0166,74.78,11.8,4.92,1.58,Phoenix Suns,phx,46,0.7478,0.0158
Pacers,East,1.949152718,-1.782274834,45.3108,88.7,3.5,0.62,0.08,Indiana Pacers,ind,45,0.887,8e-4
Mavericks,West,1.419485947,-0.150004184,46.5322,75.38,5,1.28,0.26,Dallas Mavericks,dal,47,0.7537999999999999,0.0026
Warriors,West,0.924694286,1.646253396,43.2372,29.52,4.1,1.5,0.32,Golden State Warriors,gs,43,0.2952,0.0032
Magic,East,0.64328401,-0.195612613,47.2522,97.44,6.42,1.88,0.5,Orlando Magic,orl,47,0.9743999999999999,0.005
Kings,West,0.172338903,0.719024215,46.5798,82.2,7.6,2.3,0.56,Sacramento Kings,sac,47,0.8220000000000001,0.005600000000000001
76ers,East,-0.086689464,3.014789063,44.1582,85.8,16.68,6,2.48,Philadelphia 76ers,phi,44,0.858,0.0248
Heat,East,-0.113303145,2.331421178,44.396,86.2,13.82,4.26,1.52,Miami Heat,mia,44,0.862,0.0152
Lakers,West,-0.219685275,1.766504681,43.4792,37,5.06,1.78,0.5,Los Angeles Lakers,lal,43,0.37,0.005
Bulls,East,-0.396523364,-0.18071681,39.9586,28.12,1.06,0.36,0.08,Chicago Bulls,chi,40,0.2812,8e-4
Rockets,West,-0.570015485,-4.182159251,38.8258,1.38,<0.1,<0.1,<0.1,Houston Rockets,hou,39,0.0138,0.001
Jazz,West,-2.695155963,-3.747489234,34.6604,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,35,0.001,0.001
Nets,East,-3.096152389,-2.858595049,32.7156,3.04,<0.1,<0.1,<0.1,Brooklyn Nets,bkn,33,0.0304,0.001
Hawks,East,-3.89103881,-0.984406417,35.0174,11.42,0.36,0.06,0.06,Atlanta Hawks,atl,35,0.1142,6e-4
Raptors,East,-4.641445283,-1.957120532,28.5782,0.1,<0.1,<0.1,<0.1,Toronto Raptors,tor,29,0.001,0.001
Spurs,West,-5.639425739,-9.375811637,19.2352,0,—,—,0,San Antonio Spurs,sa,19,0,0
Grizzlies,West,-6.477838431,-3.868328701,27.7904,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,28,0.001,0.001
Pistons,East,-7.7077743,-8.606401379,16.4264,0,—,—,0,Detroit Pistons,det,16,0,0
Blazers,West,-8.012572749,-8.660854091,22.9996,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,23,0.001,0.001
Wizards,East,-8.301771892,-6.934730215,15.7622,0,—,—,0,Washington Wizards,wsh,16,0,0
Hornets,East,-10.79781777,-8.530673276,19.6462,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,20,0.001,0.001
