TEAM,unit,wins,make_playoffs,win_finals
mil,mil,49,0.90418,0.0428
min,min,39,0.56634,0.0037200000000000002
mia,mia,49,0.8959,0.03014
wsh,wsh,40,0.34292,0.00288
atl,atl,40,0.35892,0.00598
bos,bos,41,0.45988,0.00882
det,det,19,0,0
den,den,44,0.83914,0.00868
ny,ny,39,0.2694,0.00398
dal,dal,46,0.91486,0.0157
bkn,bkn,50,0.93634,0.04468
por,por,32,0.1057,1.8e-4
okc,okc,26,0.0104,2e-5
tor,tor,42,0.53122,0.0133
chi,chi,53,0.97328,0.05818
cha,cha,42,0.53058,0.0065
uta,uta,59,0.9999,0.2343
gs,gs,58,0.99952,0.12748
cle,cle,46,0.81728,0.02692
hou,hou,23,0.003,0
lal,lal,38,0.45194,0.00216
phi,phi,50,0.92744,0.0599
mem,mem,51,0.9884,0.03996
no,no,33,0.15116,6.6e-4
lac,lac,38,0.47234,0.00246
sac,sac,30,0.04422,0
orl,orl,19,0,0
phx,phx,61,1,0.25606
ind,ind,33,0.05266,7e-4
sa,sa,38,0.45308,0.00384
