TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.18002
min,min,40,0.42604,0.0053
mia,mia,44,0.8536,0.00624
wsh,wsh,37,0.06954,1.6e-4
atl,atl,40,0.40946,0.00122
bos,bos,55,1,0.10954
det,det,18,0,0
den,den,54,1,0.06998
ny,ny,49,0.9983,0.04334
dal,dal,41,0.66406,0.00522
bkn,bkn,45,0.95926,0.00396
por,por,35,0.00234,0
okc,okc,41,0.49574,0.00916
tor,tor,40,0.44968,0.00474
chi,chi,39,0.23258,0.0026
cha,cha,26,0,0
uta,uta,39,0.24082,0.00118
gs,gs,42,0.70142,0.01224
cle,cle,51,0.99998,0.0641
hou,hou,20,0,0
lal,lal,40,0.43438,0.00614
phi,phi,56,1,0.2752
mem,mem,51,1,0.0881
no,no,39,0.16718,8.8e-4
lac,lac,44,0.91784,0.01632
sac,sac,51,1,0.06874
orl,orl,33,7.6e-4,0
phx,phx,44,0.95018,0.02554
ind,ind,36,0.02684,8e-5
sa,sa,21,0,0
