c_losses,c_wins,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,elo_change,rating_change
0,0,Eastern,23,58,Eastern Central,0,0,0,1609.9881,0,0,23.56552,0.3611,0.7148,0.16118,1,MIL,0,0,312.1443,0,0,1309.62606895673,1670.79667152371,1702.60608890939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10148,0.712615609756093,58.43448,FALSE,-5,-319
0,0,Western,40,41,Western Northwest,0,0,0,1534.8971,0,0,40.37242,0.08662,0.22142,0.0316,0.56928,MIN,0,0,-4.42514,0,0,1577.13104861666,1604.19137934316,1611.31288879587,0,0,0,0.1247,0,0,0,0,0,0,0,0,0,0,0.23864,0.33064,0.30602,0.00766,0.50765341463414,41.62758,FALSE,9,-3
0,0,Eastern,38,43,Eastern Southeast,0,0,0,1540.67890000001,0,0,38.25518,0.04914,0.15472,0.01466,0.87172,MIA,0,0,-31.79904,0,0,1518.8138979633,1584.8198248421,1621.09324065443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66934,0.20238,0.12828,0.0067,0.533473414634126,43.74482,FALSE,40,-32
0,0,Eastern,46,35,Eastern Southeast,0,0,0,1450.15279999996,0,0,46.20554,0,0,0,0,WSH,0,0,-85.03872,0,0,1066.92423411426,1501.40685114598,1504.72359355549,0,0,0,0,0.92616,0.06678,0.00706,0,0,0,0,0,0,0,0,0,0,0,0.436517804878078,35.79446,FALSE,-12,-315
0,0,Eastern,40,41,Eastern Southeast,0,0,0,1518.91799999997,0,0,40.81938,0.03348,0.13296,0.00808,0.7217,ATL,0,0,20.15678,0,0,1365.41610811598,1545.3612488135,1561.10727089147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33066,0.39104,0.2783,0.003,0.502202682926827,41.18062,FALSE,28,-179
0,0,Eastern,25,56,Eastern Atlantic,0,0,0,1679.72240000004,0,0,25.18062,0.63536,0.85998,0.42308,1,BOS,0,0,538.84322,0,0,1636.96976534311,1685.48067243339,1715.65435925659,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3197,0.692919268292692,56.81938,FALSE,5,-43
0,0,Eastern,64,17,Eastern Central,0,0,0,1274.04520000004,0,0,64.88978,0,0,0,0,DET,0,0,-665.37654,0,0,1180.35888032426,1306.28479055419,1299.4189422355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.208661219512202,17.11022,FALSE,-2,-56
0,0,Western,29,52,Western Northwest,0,0,0,1540.06390000004,0,0,29.36604,0.22344,0.51994,0.09856,1,DEN,0,0,262.7202,0,0,1549.89677010188,1622.40186161643,1667.43675016956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263,0.641877560975646,52.63396,FALSE,-39,16
0,0,Eastern,34,47,Eastern Atlantic,0,0,0,1604.13019999991,0,0,34.1373,0.2052,0.38842,0.07552,1,NY,0,0,256.90174,0,0,1554.0172267695,1606.13463804787,1609.34684961812,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04344,0.583691463414606,47.8627,FALSE,1,-32
0,0,Western,43,38,Western Southwest,0,0,0,1479.16809999999,0,0,43.16184,0,0,0,0,DAL,0,0,37.7545,0,0,1230.84006598405,1561.84806436021,1588.26414238094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473636097560994,38.83816,FALSE,-4,-322
0,0,Eastern,36,45,Eastern Atlantic,0,0,0,1537.79879999999,0,0,36.46994,0.05404,0.2614,0.018,1,BKN,0,0,99.83162,0,0,1391.86389469954,1533.76821983417,1550.27123504101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00818,0.555244634146307,45.53006,FALSE,5,-134
0,0,Western,48,33,Western Northwest,0,0,0,1328.01489999992,0,0,48.712,0,0,0,0,POR,0,0,-279.07598,0,0,1395.55107893369,1480.51747893132,1507.65836884267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.405951219512203,33.288,FALSE,3,266
0,0,Western,42,39,Western Northwest,0,0,0,1504.93679999996,0,0,42.51126,0.0127,0.04126,0.00414,0.1009,OKC,0,0,73.64782,0,0,1229.92023279753,1471.18845141921,1471.32602260176,0,0,0,0.6748,0,0,0,0,0,0,0,0,0,0,0,0.1009,0.2243,0.00096,0.481570000000014,39.48874,FALSE,-1,-240
0,0,Eastern,41,40,Eastern Atlantic,0,0,0,1558.00739999991,0,0,41.43448,0.03222,0.09842,0.00958,0.27696,TOR,0,0,106.8557,0,0,1466.653224295,1618.13511397682,1631.24731724235,0,0,0,0.33316,0,0,0,0,0,0,0,0,0,0,0,0.27696,0.38988,0.00418,0.494701463414639,40.56552,FALSE,17,-111
0,0,Eastern,42,39,Eastern Central,0,0,0,1538.80379999995,0,0,42.11022,0.01204,0.03912,0.00322,0.12962,CHI,0,0,97.37654,0,0,1530.93159794371,1580.60076475134,1576.51038137833,0,0,0,0.66684,0,0,0,0,0,0,0,0,0,0,0,0.12962,0.20354,0.00132,0.486460731707328,39.88978,FALSE,-10,-7
0,0,Eastern,55,26,Eastern Southeast,0,0,0,1358.7248999999,0,0,55.89546,0,0,0,0,CHA,0,0,-536.59324,0,0,1164.06460115917,1456.3828060558,1491.99443744533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.318348048780509,26.10454,FALSE,-35,-106
0,0,Western,44,37,Western Northwest,0,0,0,1417.94389999997,0,0,44.8069,0,0,0,0,UTA,0,0,-75.39458,0,0,1404.42644940699,1430.8149151836,1460.59711727934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.453574390243927,37.1931,FALSE,-15,55
0,0,Western,38,43,Western Pacific,0,0,0,1585.55939999998,0,0,38.288,0.2515,0.45672,0.13004,0.96398,GS,0,0,98.07598,0,0,1587.47010439227,1612.91318003649,1656.86805289484,0,0,0,0,0,0,0,0,0,0,0,0,0.49876,0.24896,0.14272,0.07354,0.03602,0.0436,0.533073170731687,43.712,FALSE,28,15
0,0,Eastern,30,51,Eastern Central,0,0,0,1629.48469999993,0,0,30.10454,0.35426,0.61158,0.14954,1,CLE,0,0,465.59324,0,0,1374.21414320821,1619.86819151884,1640.79057829521,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09722,0.632871463414668,51.89546,FALSE,25,-227
