TEAM,unit,wins,make_playoffs,win_finals
mil,mil,45,1,0.10709
min,min,21,0,0
mia,mia,38,0.81492,0.0096
wsh,wsh,32,0.1104,3e-4
atl,atl,41,0.9934,0.02489
bos,bos,39,0.94285,0.0156
det,det,23,0,0
den,den,46,0.99985,0.0642
ny,ny,40,0.96865,0.03345
dal,dal,41,0.93145,0.01589
bkn,bkn,47,1,0.07245
por,por,37,0.37648,9e-4
okc,okc,22,0,0
tor,tor,30,0.036,4.5e-4
chi,chi,29,0.0195,1.5e-4
cha,cha,36,0.64018,0.00435
uta,uta,53,1,0.24988
gs,gs,38,0.60866,0.003
cle,cle,26,4.5e-4,0
hou,hou,17,0,0
lal,lal,42,0.9856,0.024
phi,phi,47,1,0.0765
mem,mem,40,0.90672,0.03165
no,no,31,0.0132,1.5e-4
lac,lac,50,1,0.19125
sac,sac,29,7.5e-4,0
orl,orl,20,0,0
phx,phx,49,1,0.07215
ind,ind,36,0.47365,0.00165
sa,sa,35,0.17729,4.5e-4
