TEAM,unit,wins,make_playoffs,win_finals
mil,mil,50,0.927,0.06206
min,min,41,0.68952,0.00816
mia,mia,53,0.97338,0.09338
wsh,wsh,41,0.32514,0.00264
atl,atl,36,0.10696,0.0014
bos,bos,44,0.60314,0.02156
det,det,21,4e-5,0
den,den,45,0.90044,0.0158
ny,ny,40,0.28504,0.00598
dal,dal,46,0.94276,0.02444
bkn,bkn,47,0.7974,0.02106
por,por,32,0.10456,2.8e-4
okc,okc,27,0.01386,0
tor,tor,43,0.54178,0.01724
chi,chi,50,0.91614,0.03508
cha,cha,45,0.69768,0.01568
uta,uta,53,0.9963,0.07934
gs,gs,57,0.99944,0.1318
cle,cle,50,0.92282,0.06532
hou,hou,23,0.00158,0
lal,lal,37,0.41302,0.0023
phi,phi,49,0.88056,0.05704
mem,mem,55,0.9988,0.10502
no,no,34,0.22486,0.00176
lac,lac,38,0.44394,0.0023
sac,sac,29,0.03224,2e-5
orl,orl,18,0,0
phx,phx,60,1,0.22818
ind,ind,33,0.02292,5.4e-4
sa,sa,34,0.23868,0.00162
