TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,0.99844,0.05474
min,min,47,0.95754,0.022
mia,mia,54,1,0.08226
wsh,wsh,34,9.6e-4,0
atl,atl,41,0.33258,0.0024
bos,bos,50,0.99906,0.1852
det,det,23,0,0
den,den,50,0.9831,0.02016
ny,ny,36,0.01892,2.4e-4
dal,dal,51,0.9972,0.03636
bkn,bkn,43,0.55718,0.0019
por,por,32,0.0259,0
okc,okc,24,0,0
tor,tor,47,0.96556,0.02936
chi,chi,46,0.9169,0.00318
cha,cha,41,0.31296,0.00192
uta,uta,50,0.99422,0.02802
gs,gs,54,0.9998,0.0379
cle,cle,46,0.90004,0.00454
hou,hou,21,0,0
lal,lal,33,0.05358,0
phi,phi,50,0.9974,0.02628
mem,mem,56,1,0.10678
no,no,35,0.2115,4.4e-4
lac,lac,41,0.71212,7.2e-4
sac,sac,28,0.0015,0
orl,orl,22,0,0
phx,phx,64,1,0.35552
ind,ind,28,0,0
sa,sa,32,0.06354,8e-5
