TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.2336
min,min,41,0.62374,0.01012
mia,mia,42,0.63388,0.0063
wsh,wsh,41,0.50322,0.00676
atl,atl,42,0.54468,0.00636
bos,bos,57,1,0.12136
det,det,21,0,0
den,den,57,1,0.19358
ny,ny,49,0.99314,0.06754
dal,dal,42,0.7351,0.00984
bkn,bkn,45,0.90314,0.00652
por,por,36,0.04324,1e-4
okc,okc,38,0.2094,0.00316
tor,tor,39,0.27642,0.00378
chi,chi,38,0.11456,8.8e-4
cha,cha,27,0,0
uta,uta,38,0.1713,6.8e-4
gs,gs,44,0.8599,0.0286
cle,cle,50,0.99622,0.05908
hou,hou,18,0,0
lal,lal,40,0.34508,0.0041
phi,phi,51,0.9985,0.07392
mem,mem,51,0.99934,0.08084
no,no,40,0.44858,0.00296
lac,lac,42,0.6248,0.0067
sac,sac,48,0.98944,0.03076
orl,orl,35,0.02178,2.6e-4
phx,phx,45,0.95008,0.04212
ind,ind,35,0.01446,8e-5
sa,sa,21,0,0
