c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,series_clinches,elo_change,rating_change
0,0,1662.41066102524,Eastern,17,45,Eastern Central,0,0,0,1659.73643265665,1617.01443166694,0,0,23.66032,0.55046,0.81704,0.3491,1,MIL,0,0,359.54612,0,0,1657.49750702083,1681.95061175338,1709.33809832858,0,0,0.7032,0,0,0,0,0,0,0.26768,0.0255,0.00322,0.00038,2e-05,0,0,0,0.2336,0.711459512195119,58.33968,FALSE,list(),18,39
0,0,1525.27824477293,Western,32,33,Western Northwest,0,0,0,1524.05793700429,1516.51093712923,0,0,40.83,0.08568,0.21976,0.03378,0.62374,MIN,0,0,-10.68672,0,0,1559.16091887336,1602.06163020625,1607.1122728518,0,0,0,0.12108,0.07234,0.03448,0.00998,0,0,0.00032,0.00896,0.04736,0.10174,0.14608,0.16716,0.15212,0.13838,0.01012,0.502073170731706,41.17,FALSE,list(),21,0
0,0,1527.28145283081,Eastern,31,33,Eastern Southeast,0,0,0,1519.40190873545,1536.80217490997,0,0,39.58218,0.05144,0.1541,0.01664,0.63388,MIA,0,0,-43.87952,0,0,1556.07832889755,1567.87321488466,1604.43169940135,0,0,0,0.12752,0.0476,0.01156,0.00204,0,0,0,0.00152,0.00858,0.03828,0.13402,0.25138,0.2001,0.1774,0.0063,0.517290487804869,42.41782,FALSE,list(),-27,-9
0,0,1527.87888155973,Eastern,32,30,Eastern Southeast,0,0,0,1527.57283412236,1499.29557016801,0,0,40.9602,0.05062,0.13226,0.01674,0.50322,WSH,0,0,39.14604,0,0,1528.30637986922,1534.30931193623,1539.22157777249,0,0,0,0.17074,0.08964,0.03468,0.00954,0,0,0,0.00012,0.00206,0.01214,0.06514,0.22014,0.20362,0.19218,0.00676,0.500485365853658,41.0398,FALSE,list(),3,2
0,0,1524.43900321619,Eastern,31,32,Eastern Southeast,0,0,0,1523.24154541733,1520.68035776178,0,0,40.28942,0.05022,0.13756,0.01582,0.54468,ATL,0,0,20.26946,0,0,1548.81526218912,1563.14601144101,1579.65741353445,0,0,0,0.17074,0.0685,0.01734,0.00346,0,0,0,5e-04,0.00424,0.02264,0.10294,0.20854,0.20582,0.19528,0.00636,0.508665609756093,41.71058,FALSE,list(),1,-1
0,0,1635.48717669052,Eastern,19,45,Eastern Atlantic,0,0,0,1623.32280866345,1627.67558274047,0,0,25.4849,0.42428,0.74054,0.20568,1,BOS,0,0,429.18028,0,0,1668.58449361941,1664.18871422456,1698.42740546912,0,0,0.28672,0,0,0,0,0,0,0.64472,0.05574,0.0108,0.002,2e-05,0,0,0,0.12136,0.689208536585371,56.5151,FALSE,list(),-23,7
0,0,1319.87444829103,Eastern,48,15,Eastern Central,0,0,0,1324.9214632026,1350.33475926798,0,0,61.14368,0,0,0,0,DET,0,0,-580.58248,0,0,1260.57403099109,1317.3526095012,1319.68655390621,0,0,0,0,0,0,6e-05,0.0555,0.94444,0,0,0,0,0,0,0,0,0,0.254345365853658,20.85632,FALSE,list(),-13,-56
0,0,1620.59180052419,Western,19,45,Western Northwest,0,0,0,1636.21317743417,1605.13042351509,0,0,25.18558,0.57984,0.82332,0.38238,1,DEN,0,0,376.99288,0,0,1641.5448467278,1669.16756777593,1720.68561993135,0,0,0.96872,0,0,0,0,0,0,0.02874,0.00248,6e-05,0,0,0,0,0,0.19358,0.692858780487808,56.81442,FALSE,list(),6,37
0,0,1622.09689197196,Eastern,27,38,Eastern Atlantic,0,0,0,1610.63644979765,1569.12903314512,0,0,33.48218,0.24386,0.55598,0.12122,0.99314,NY,0,0,268.03916,0,0,1605.18938140485,1602.66059213039,1609.0853027273,0,0,6e-05,5e-04,2e-05,0,0,0,0,0.00646,0.11552,0.29454,0.40958,0.13054,0.02538,0.01106,0.00634,0.06754,0.59168073170729,48.51782,FALSE,list(),33,23
0,0,1524.00820691016,Western,31,33,Western Southwest,0,0,0,1516.58301130651,1534.22964189791,0,0,39.72202,0.09256,0.25786,0.03364,0.7351,DAL,0,0,66.31702,0,0,1592.1815445842,1617.58658052953,1646.38732747332,0,0,0,0.08498,0.04434,0.02032,0.00424,0,0,0.00604,0.03164,0.10884,0.15792,0.16934,0.13996,0.12136,0.11102,0.00984,0.515585121951211,42.27798,FALSE,list(),-9,16
0,0,1519.17274402638,Eastern,28,35,Eastern Atlantic,0,0,0,1512.66144992634,1524.99005780432,0,0,36.84382,0.06054,0.21228,0.01812,0.90314,BKN,0,0,46.49094,0,0,1513.29460261706,1517.02296419285,1542.60684997502,0,0,0,0.0188,0.00254,0.00046,2e-05,0,0,8e-05,0.0123,0.0582,0.15424,0.43898,0.14492,0.09442,0.07504,0.00652,0.550685121951196,45.15618,FALSE,list(),-1,-2
0,0,1413.30996333436,Western,34,29,Western Northwest,0,0,0,1407.77031040282,1425.82911232951,0,0,46.13886,0.00228,0.00764,0.00054,0.04324,POR,0,0,-136.08856,0,0,1457.47023512672,1488.67256915847,1505.64340669812,0,0,0,0.05352,0.1096,0.21632,0.54468,0,0,0,2e-05,3e-04,0.00184,0.0051,0.0125,0.02348,0.03264,1e-04,0.437330975609774,35.86114,FALSE,list(),-21,-2
0,0,1490.04274397427,Western,34,29,Western Northwest,0,0,0,1494.54404812017,1466.87581330391,0,0,43.68104,0.02782,0.06636,0.01032,0.2094,OKC,0,0,85.75908,0,0,1448.88164256948,1442.05568655122,1441.60981769681,0,0,0,0.11884,0.19694,0.23364,0.14448,0,0,2e-05,0.00036,0.00694,0.0168,0.03062,0.06374,0.09092,0.0967,0.00316,0.467304390243917,38.31896,FALSE,list(),-21,-24
0,0,1522.22910163329,Eastern,33,31,Eastern Atlantic,0,0,0,1518.00467154376,1519.61488163655,0,0,42.58752,0.02666,0.06636,0.00912,0.27642,TOR,0,0,13.03664,0,0,1588.40510300482,1589.74720530829,1594.95200580293,0,0,0,0.26112,0.17912,0.06706,0.02144,4e-05,0,0,0,0.00012,0.00084,0.01244,0.09468,0.16834,0.1948,0.00378,0.48064000000001,39.41248,FALSE,list(),-8,35
0,0,1490.63173430227,Eastern,35,29,Eastern Central,0,0,0,1483.60111574924,1482.36559508709,0,0,44.38518,0.0076,0.02232,0.00244,0.11456,CHI,0,0,9.58926,0,0,1520.25574056833,1562.51030022028,1558.40102821367,0,0,0,0.15864,0.30524,0.20412,0.11098,0.00022,0,0,0,0,2e-05,0.00262,0.03336,0.07856,0.10624,0.00088,0.458717317073188,37.61482,FALSE,list(),-9,15
0,0,1401.10133161356,Eastern,45,20,Eastern Southeast,0,0,0,1394.69833642048,1418.80169686541,0,0,55.36968,0,0,0,0,CHA,0,0,-442.92368,0,0,1392.33177046997,1452.15894722936,1470.46106104771,0,0,0,0,6e-05,0.00042,0.0054,0.93858,0.05554,0,0,0,0,0,0,0,0,0,0.324760000000001,26.63032,FALSE,list(),-12,-26
0,0,1433.96436143147,Western,33,31,Western Northwest,0,0,0,1448.86123403776,1497.99878808359,0,0,43.88496,0.0117,0.03742,0.00336,0.1713,UTA,0,0,-53.52864,0,0,1424.21861133528,1429.18921331699,1437.26516658316,0,0,0,0.14164,0.19056,0.22794,0.16678,0,0,0,0.00054,0.00364,0.0115,0.02634,0.05142,0.07786,0.10178,0.00068,0.464817560975626,38.11504,FALSE,list(),-30,-14
0,0,1581.97751431389,Western,30,34,Western Pacific,0,0,0,1562.23310188733,1561.59562789246,0,0,38.44918,0.18,0.41532,0.08374,0.8599,GS,0,0,81.16194,0,0,1578.16085480683,1632.04733643093,1685.17294176024,0,0,0,0.0446,0.02016,0.00702,0.00134,0,0,0.01488,0.06576,0.17156,0.22956,0.1707,0.11756,0.08988,0.06698,0.0286,0.531107560975594,43.55082,FALSE,list(),26,20
0,0,1602.31955803838,Eastern,26,39,Eastern Central,0,0,0,1600.70786935865,1574.13934055527,0,0,32.151,0.24388,0.55,0.11066,0.99622,CLE,0,0,416.51994,0,0,1611.48406296196,1619.5723064716,1635.97290702916,0,0,0.00092,0.00022,0,0,0,0,0,0.02412,0.29888,0.33702,0.2324,0.08504,0.01194,0.0059,0.00356,0.05908,0.607914634146322,49.849,FALSE,list(),6,4
0,0,1260.85124681693,Western,49,13,Western Southwest,0,0,0,1263.86108532352,1308.00078670111,0,0,64.05538,0,0,0,0,HOU,0,0,-720.93876,0,0,1261.94940115837,1285.6072496484,1281.4557703631,0,0,0,0,0,0,0,0.14936,0.85064,0,0,0,0,0,0,0,0,0,0.218836829268298,17.94462,FALSE,list(),-15,-22
0,0,1500.6396971577,Western,34,30,Western Pacific,0,0,0,1497.58528382362,1488.14530209359,0,0,42.27276,0.0417,0.10732,0.0153,0.34508,LAL,0,0,-45.11002,0,0,1538.4420340183,1574.09676000858,1626.54577747165,0,0,0,0.14522,0.16612,0.13906,0.07412,0,0,4e-05,0.00178,0.01536,0.0383,0.0646,0.10302,0.12198,0.1304,0.0041,0.484478536585374,39.72724,FALSE,list(),1,-6
0,0,1610.84116874731,Eastern,22,40,Eastern Atlantic,0,0,0,1603.79800242467,1586.92192664175,0,0,30.87102,0.28826,0.6049,0.13372,0.9985,PHI,0,0,272.59792,0,0,1623.96523985165,1633.62020059666,1669.21790733248,0,0,0.0091,0.00012,0,0,0,0,0,0.05694,0.48992,0.28122,0.12748,0.02804,0.00398,0.00182,0.00138,0.07392,0.623524146341457,51.12898,FALSE,list(),-1,-8
0,0,1602.79233366037,Western,24,38,Western Southwest,0,0,0,1594.12647141991,1592.21259484712,0,0,31.30428,0.40876,0.69802,0.19598,0.99934,MEM,0,0,332.87348,0,0,1629.45746971352,1651.79005720408,1677.0678980099,0,0,0.02382,1e-04,2e-05,0,0,0,0,0.6745,0.24944,0.03274,0.01202,0.00456,0.0012,0.00106,0.00054,0.08084,0.618240487804868,50.69572,FALSE,list(),14,12
0,0,1486.80398362169,Western,33,31,Western Southwest,0,0,0,1479.82056415638,1502.93738516783,0,0,41.6569,0.03678,0.1192,0.01132,0.44858,NO,0,0,59.7706,0,0,1513.04710564755,1529.64853659365,1542.44707162242,0,0,0,0.15536,0.1242,0.08276,0.04132,0,0,0.00052,0.0042,0.03156,0.06548,0.09644,0.11962,0.13076,0.14778,0.00296,0.491989024390248,40.3431,FALSE,list(),-13,11
0,0,1512.05992550925,Western,33,33,Western Pacific,0,0,0,1507.35064328361,1510.09441648426,0,0,40.33566,0.07026,0.19606,0.02496,0.6248,LAC,0,0,-5.71668,0,0,1528.93500092969,1554.56026182407,1583.34869537372,0,0,0,0.1172,0.06932,0.03682,0.01282,0,0,0.00108,0.00842,0.0457,0.10996,0.15076,0.16212,0.14676,0.13904,0.0067,0.508101707317068,41.66434,FALSE,list(),-31,-14
