TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.18144
min,min,41,0.64914,0.0102
mia,mia,44,0.91026,0.00622
wsh,wsh,36,0.02562,4e-5
atl,atl,40,0.45302,0.00124
bos,bos,56,1,0.15122
det,det,18,0,0
den,den,54,1,0.08638
ny,ny,47,0.99584,0.02128
dal,dal,41,0.38848,0.0025
bkn,bkn,45,0.93356,0.00282
por,por,36,0.00424,0
okc,okc,41,0.59612,0.01038
tor,tor,39,0.3332,0.00306
chi,chi,39,0.30748,0.00264
cha,cha,26,0,0
uta,uta,39,0.13494,6e-4
gs,gs,43,0.84932,0.0185
cle,cle,52,1,0.07056
hou,hou,20,0,0
lal,lal,41,0.47166,0.00892
phi,phi,55,1,0.26284
mem,mem,51,1,0.09476
no,no,39,0.1704,7e-4
lac,lac,43,0.82272,0.01274
sac,sac,49,1,0.03054
orl,orl,34,7.8e-4,0
phx,phx,43,0.91298,0.02036
ind,ind,36,0.04024,6e-5
sa,sa,21,0,0
