TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,1,0.18512
min,min,39,0.30846,0.00536
mia,mia,43,0.71896,0.01234
wsh,wsh,40,0.32826,0.00454
atl,atl,42,0.60038,0.00834
bos,bos,58,1,0.21428
det,det,22,0,0
den,den,56,1,0.16392
ny,ny,47,0.9545,0.04116
dal,dal,43,0.72898,0.01258
bkn,bkn,45,0.87132,0.00774
por,por,38,0.1291,8.6e-4
okc,okc,39,0.31528,0.00564
tor,tor,39,0.28464,0.00432
chi,chi,39,0.22166,0.00242
cha,cha,28,2e-5,0
uta,uta,40,0.38434,0.0039
gs,gs,42,0.67804,0.02032
cle,cle,50,0.99638,0.06922
hou,hou,19,0,0
lal,lal,40,0.38022,0.00666
phi,phi,52,0.9977,0.07114
mem,mem,50,0.99686,0.08634
no,no,41,0.48398,0.00468
lac,lac,44,0.81392,0.01842
sac,sac,47,0.95754,0.02624
orl,orl,34,0.0092,1e-4
phx,phx,44,0.82328,0.02426
ind,ind,35,0.01698,1e-4
sa,sa,19,0,0
