TEAM,unit,wins,make_playoffs,win_finals
mil,mil,47,0.86216,0.01704
min,min,40,0.43186,0.00662
mia,mia,45,0.79444,0.02932
wsh,wsh,37,0.2293,0.00324
atl,atl,40,0.40472,0.00572
bos,bos,59,0.99988,0.24526
det,det,24,4.2e-4,0
den,den,55,0.99812,0.12016
ny,ny,47,0.88456,0.04664
dal,dal,43,0.7064,0.01078
bkn,bkn,52,0.98036,0.07026
por,por,39,0.3328,0.00314
okc,okc,42,0.62154,0.01496
tor,tor,36,0.16284,0.00268
chi,chi,40,0.39326,0.0049
cha,cha,26,0.00152,4e-5
uta,uta,40,0.4923,0.00736
gs,gs,41,0.56216,0.01414
cle,cle,49,0.94024,0.04044
hou,hou,20,0,0
lal,lal,38,0.28166,0.00512
phi,phi,48,0.9235,0.0459
mem,mem,56,0.99914,0.21136
no,no,50,0.96724,0.06586
lac,lac,39,0.37482,0.00388
sac,sac,44,0.72764,0.01326
orl,orl,30,0.01188,6e-5
phx,phx,40,0.50406,0.00792
ind,ind,40,0.41092,0.00394
sa,sa,24,2.6e-4,0
