TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,0.94306,0.09336
min,min,36,0.32678,0.00194
mia,mia,46,0.69998,0.01622
wsh,wsh,42,0.44862,0.00586
atl,atl,48,0.79722,0.03742
bos,bos,43,0.56518,0.0154
det,det,19,5e-4,0
den,den,44,0.80954,0.01418
ny,ny,40,0.36686,0.00662
dal,dal,42,0.6922,0.00698
bkn,bkn,51,0.9116,0.05396
por,por,37,0.42518,0.0026
okc,okc,24,0.01234,0
tor,tor,37,0.21692,0.00326
chi,chi,49,0.8535,0.0302
cha,cha,41,0.44312,0.00592
uta,uta,58,0.99794,0.20322
gs,gs,59,0.9981,0.15996
cle,cle,44,0.62648,0.01336
hou,hou,25,0.0246,0
lal,lal,38,0.47956,0.00362
phi,phi,48,0.81118,0.03798
mem,mem,43,0.74414,0.0068
no,no,30,0.10206,7.2e-4
lac,lac,42,0.69522,0.01086
sac,sac,34,0.24958,0.001
orl,orl,20,4e-4,0
phx,phx,62,0.99972,0.25668
ind,ind,39,0.31538,0.00664
sa,sa,38,0.44304,0.00524
