TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.29966
min,min,41,0.65336,0.01274
mia,mia,43,0.78156,0.00464
wsh,wsh,39,0.17782,9.8e-4
atl,atl,41,0.4755,0.00206
bos,bos,55,1,0.099
det,det,19,0,0
den,den,53,1,0.0558
ny,ny,48,0.9971,0.04008
dal,dal,40,0.34286,0.00268
bkn,bkn,47,0.9835,0.00848
por,por,36,0.01356,4e-5
okc,okc,41,0.45902,0.01076
tor,tor,40,0.34616,0.00322
chi,chi,38,0.22342,0.00254
cha,cha,26,0,0
uta,uta,39,0.14236,9.6e-4
gs,gs,43,0.83216,0.02728
cle,cle,51,0.99994,0.08232
hou,hou,19,0,0
lal,lal,42,0.61312,0.0119
phi,phi,54,1,0.14548
mem,mem,51,1,0.1055
no,no,39,0.18114,9.6e-4
lac,lac,43,0.83348,0.01532
sac,sac,48,0.99862,0.03884
orl,orl,33,0.0011,0
phx,phx,44,0.93032,0.02874
ind,ind,35,0.0139,2e-5
sa,sa,21,0,0
