TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.11
min,min,42,0.64916,0.0065
mia,mia,43,0.80032,0.00166
wsh,wsh,36,0.00274,2e-5
atl,atl,40,0.37038,8.6e-4
bos,bos,57,1,0.27714
det,det,17,0,0
den,den,54,1,0.0648
ny,ny,48,1,0.04258
dal,dal,40,0.0912,5.8e-4
bkn,bkn,45,0.9968,0.00652
por,por,33,0,0
okc,okc,40,0.10642,0.0013
tor,tor,40,0.401,0.00434
chi,chi,40,0.42798,0.0053
cha,cha,28,0,0
uta,uta,38,0.00994,0
gs,gs,43,0.8814,0.0198
cle,cle,51,1,0.05104
hou,hou,20,0,0
lal,lal,42,0.72134,0.01618
phi,phi,54,1,0.17602
mem,mem,52,1,0.09272
no,no,42,0.63304,0.01202
lac,lac,43,0.90876,0.01062
sac,sac,50,1,0.05398
orl,orl,35,6.4e-4,2e-5
phx,phx,45,0.99874,0.046
ind,ind,35,1.4e-4,0
sa,sa,20,0,0
