TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,1,0.1185
min,min,23,0,0
mia,mia,39,0.97645,0.00765
wsh,wsh,34,0.44922,0.00225
atl,atl,40,0.9997,0.01035
bos,bos,37,0.92065,0.00405
det,det,21,0,0
den,den,46,1,0.06795
ny,ny,41,0.99925,0.04305
dal,dal,43,0.9979,0.0228
bkn,bkn,47,1,0.05145
por,por,41,0.9829,0.0246
okc,okc,21,0,0
tor,tor,29,1.5e-4,0
chi,chi,31,0.0198,0
cha,cha,34,0.46559,3e-4
uta,uta,53,1,0.28558
gs,gs,37,0.52362,0.00255
cle,cle,22,0,0
hou,hou,16,0,0
lal,lal,40,0.89726,0.0078
phi,phi,50,1,0.17937
mem,mem,37,0.49543,0.0027
no,no,32,0.0174,0
lac,lac,48,1,0.07575
sac,sac,32,0.00255,0
orl,orl,21,0,0
phx,phx,50,1,0.0927
ind,ind,33,0.16919,3e-4
sa,sa,34,0.08294,3e-4
