TEAM,unit,wins,make_playoffs,win_finals
mil,mil,47,1,0.1188
min,min,18,0,0
mia,mia,37,0.829,0.00855
wsh,wsh,26,0.0066,0
atl,atl,40,0.93955,0.01905
bos,bos,38,0.83862,0.01155
det,det,22,6e-4,0
den,den,47,0.99685,0.08655
ny,ny,36,0.66073,0.00555
dal,dal,43,0.96715,0.03075
bkn,bkn,47,1,0.06555
por,por,41,0.8503,0.00615
okc,okc,28,0.0141,0
tor,tor,30,0.14203,9e-4
chi,chi,29,0.08985,4.5e-4
cha,cha,38,0.81715,0.0084
uta,uta,55,1,0.3136
gs,gs,33,0.17039,4.5e-4
cle,cle,25,0.00645,0
hou,hou,18,0,0
lal,lal,43,0.9574,0.01935
phi,phi,48,1,0.0966
mem,mem,37,0.68502,0.00915
no,no,32,0.15959,6e-4
lac,lac,47,0.99745,0.0645
sac,sac,32,0.07935,3e-4
orl,orl,25,0.0033,0
phx,phx,50,0.9991,0.126
ind,ind,36,0.66612,0.00675
sa,sa,33,0.1233,4.5e-4
