TEAM,unit,wins,make_playoffs,win_finals
mil,mil,48,0.90364,0.04406
min,min,42,0.78102,0.00964
mia,mia,53,0.98156,0.08346
wsh,wsh,40,0.30886,0.0029
atl,atl,37,0.12748,0.00168
bos,bos,43,0.5527,0.01382
det,det,23,1.2e-4,0
den,den,45,0.9005,0.0125
ny,ny,38,0.14788,0.00202
dal,dal,48,0.98092,0.04188
bkn,bkn,48,0.88112,0.0254
por,por,34,0.16964,4.4e-4
okc,okc,26,0.00522,2e-5
tor,tor,42,0.48448,0.01256
chi,chi,48,0.87852,0.01758
cha,cha,46,0.80336,0.02076
uta,uta,51,0.99508,0.06056
gs,gs,57,0.9994,0.11668
cle,cle,50,0.95876,0.0705
hou,hou,25,0.00402,2e-5
lal,lal,36,0.3147,0.0012
phi,phi,49,0.93392,0.06602
mem,mem,52,0.9968,0.04806
no,no,35,0.24886,0.00156
lac,lac,37,0.38956,0.0012
sac,sac,28,0.01054,0
orl,orl,18,0,0
phx,phx,63,1,0.3431
ind,ind,34,0.0376,8.4e-4
sa,sa,34,0.20374,0.00154
