TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,0.93098,0.08614
min,min,39,0.41642,0.0094
mia,mia,45,0.76074,0.0445
wsh,wsh,38,0.3987,0.00482
atl,atl,46,0.7765,0.03298
bos,bos,58,0.98862,0.21978
det,det,25,0.0221,1.4e-4
den,den,49,0.85308,0.04562
ny,ny,38,0.41678,0.00854
dal,dal,49,0.86276,0.0672
bkn,bkn,42,0.587,0.01868
por,por,37,0.324,0.00214
okc,okc,33,0.15982,0.00184
tor,tor,44,0.71422,0.02726
chi,chi,36,0.31586,0.00394
cha,cha,32,0.16492,0.00208
uta,uta,51,0.91658,0.06656
gs,gs,47,0.80734,0.05896
cle,cle,46,0.78492,0.03234
hou,hou,23,0.01572,8e-5
lal,lal,28,0.068,9.4e-4
phi,phi,47,0.83138,0.05044
mem,mem,51,0.91246,0.07614
no,no,46,0.7784,0.03738
lac,lac,38,0.3924,0.00716
sac,sac,36,0.2773,0.00352
orl,orl,28,0.0669,6.2e-4
phx,phx,51,0.90776,0.08382
ind,ind,35,0.24038,0.00256
sa,sa,37,0.30796,0.00442
