TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.23674
min,min,40,0.46296,0.0061
mia,mia,43,0.74124,0.00532
wsh,wsh,39,0.17486,0.0013
atl,atl,42,0.63184,0.00538
bos,bos,56,1,0.1351
det,det,18,0,0
den,den,54,1,0.09126
ny,ny,47,0.98772,0.03162
dal,dal,41,0.5225,0.00602
bkn,bkn,47,0.97304,0.00986
por,por,37,0.0563,1.2e-4
okc,okc,40,0.31786,0.00594
tor,tor,39,0.24816,0.003
chi,chi,38,0.20616,0.00258
cha,cha,27,0,0
uta,uta,39,0.19584,0.00154
gs,gs,43,0.77636,0.02126
cle,cle,50,0.9995,0.07182
hou,hou,19,0,0
lal,lal,41,0.57874,0.011
phi,phi,54,0.99998,0.15258
mem,mem,50,0.99976,0.0798
no,no,39,0.27832,0.00158
lac,lac,43,0.84094,0.01544
sac,sac,49,0.99916,0.0547
orl,orl,34,0.00386,2e-5
phx,phx,45,0.97126,0.04986
ind,ind,36,0.03364,6e-5
sa,sa,21,0,0
