TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.19074
min,min,41,0.57706,0.00936
mia,mia,44,0.84766,0.00708
wsh,wsh,37,0.05698,1.8e-4
atl,atl,40,0.3669,0.00132
bos,bos,55,1,0.11968
det,det,18,0,0
den,den,54,1,0.0747
ny,ny,48,0.99668,0.0338
dal,dal,41,0.5655,0.00434
bkn,bkn,45,0.95504,0.00498
por,por,35,0.00178,0
okc,okc,41,0.45312,0.00944
tor,tor,40,0.41514,0.00542
chi,chi,40,0.3498,0.00468
cha,cha,26,0,0
uta,uta,40,0.30428,0.0018
gs,gs,42,0.74578,0.01548
cle,cle,51,0.99998,0.07158
hou,hou,20,0,0
lal,lal,40,0.37102,0.00656
phi,phi,55,1,0.23496
mem,mem,51,1,0.10048
no,no,39,0.14414,5.4e-4
lac,lac,44,0.89884,0.01776
sac,sac,50,0.99998,0.05788
orl,orl,33,3.2e-4,0
phx,phx,44,0.9385,0.02724
ind,ind,36,0.0115,0
sa,sa,21,0,0
