TEAM,unit,wins,make_playoffs,win_finals
mil,mil,47,0.8701,0.02446
min,min,45,0.91312,0.01782
mia,mia,51,0.98452,0.06238
wsh,wsh,38,0.09756,5.2e-4
atl,atl,42,0.43734,0.0109
bos,bos,45,0.78722,0.03768
det,det,21,0,0
den,den,48,0.9631,0.02532
ny,ny,37,0.08086,0.001
dal,dal,47,0.95244,0.02342
bkn,bkn,44,0.66154,0.00858
por,por,34,0.09226,1.4e-4
okc,okc,26,0.00388,0
tor,tor,45,0.71274,0.02152
chi,chi,47,0.84836,0.01042
cha,cha,44,0.61312,0.00732
uta,uta,49,0.97956,0.02492
gs,gs,59,0.99998,0.185
cle,cle,49,0.94468,0.0466
hou,hou,24,5e-4,0
lal,lal,37,0.26996,7.6e-4
phi,phi,50,0.95928,0.0707
mem,mem,54,0.9996,0.06752
no,no,33,0.11684,5.8e-4
lac,lac,40,0.6483,0.00364
sac,sac,27,0.00322,0
orl,orl,21,0,0
phx,phx,64,1,0.34844
ind,ind,31,0.00268,8e-5
sa,sa,31,0.05724,2.8e-4
