TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.16186
min,min,41,0.55656,0.0065
mia,mia,43,0.82484,0.00198
wsh,wsh,35,0,0
atl,atl,42,0.7249,0.00286
bos,bos,57,1,0.26846
det,det,16,0,0
den,den,53,1,0.03576
ny,ny,48,1,0.05036
dal,dal,39,0.04974,3.4e-4
bkn,bkn,45,0.99824,0.00456
por,por,34,0,0
okc,okc,39,0.05214,3e-4
tor,tor,41,0.32568,0.00576
chi,chi,39,0.12634,8.8e-4
cha,cha,27,0,0
uta,uta,37,2e-4,0
gs,gs,43,0.89978,0.02384
cle,cle,51,1,0.06134
hou,hou,20,0,0
lal,lal,42,0.8689,0.02042
phi,phi,54,1,0.14818
mem,mem,51,1,0.06674
no,no,42,0.59938,0.01038
lac,lac,43,0.9733,0.01302
sac,sac,49,1,0.04448
orl,orl,35,0,0
phx,phx,46,1,0.07198
ind,ind,35,0,0
sa,sa,21,0,0
