TEAM,unit,wins,make_playoffs,win_finals
mil,mil,48,0.87178,0.03332
min,min,36,0.18138,0.0028
mia,mia,42,0.6024,0.01584
wsh,wsh,41,0.51382,0.0109
atl,atl,37,0.27684,0.00442
bos,bos,56,0.99505999999999994,0.17042
det,det,25,0.00364,4e-5
den,den,52,0.9696,0.07322
ny,ny,44,0.72408,0.02916
dal,dal,47,0.85952,0.04834
bkn,bkn,54,0.98976,0.12598
por,por,39,0.36994,0.00374
okc,okc,32,0.06936,7.8e-4
tor,tor,39,0.36276,0.00724
chi,chi,37,0.27242,0.00312
cha,cha,26,0.00614,8e-5
uta,uta,42,0.56322,0.01048
gs,gs,46,0.8371,0.05074
cle,cle,48,0.90382,0.03868
hou,hou,24,0.00218,0
lal,lal,37,0.22388,0.00462
phi,phi,49,0.93276,0.0821
mem,mem,53,0.98312,0.13454
no,no,51,0.96034,0.0886
lac,lac,43,0.63944,0.01482
sac,sac,42,0.5663,0.0087
orl,orl,27,0.00698,4e-5
phx,phx,45,0.76868,0.0299
ind,ind,41,0.53774,0.00732
sa,sa,27,0.00594,6e-5
