TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,1,0.1586
min,min,41,0.50188,0.01082
mia,mia,45,0.82434,0.02176
wsh,wsh,41,0.54112,0.0111
atl,atl,41,0.41188,0.0047
bos,bos,57,1,0.1848
det,det,22,0,0
den,den,56,1,0.1629
ny,ny,45,0.88202,0.02798
dal,dal,43,0.77784,0.01508
bkn,bkn,47,0.93574,0.01714
por,por,38,0.13204,7.2e-4
okc,okc,42,0.53648,0.01548
tor,tor,39,0.2726,0.0056
chi,chi,37,0.0979,7.6e-4
cha,cha,26,0,0
uta,uta,39,0.25982,0.00246
gs,gs,42,0.64344,0.02402
cle,cle,51,0.99734,0.10172
hou,hou,19,0,0
lal,lal,39,0.18678,0.00366
phi,phi,52,0.9972,0.07828
mem,mem,50,0.9934,0.08116
no,no,42,0.55706,0.0079
lac,lac,45,0.86756,0.02676
sac,sac,44,0.781,0.01414
orl,orl,35,0.02502,5.4e-4
phx,phx,43,0.7627,0.02188
ind,ind,34,0.01484,4e-5
sa,sa,20,0,0
