c_losses,c_wins,carmelo,conference,current_losses,current_wins,division,draft_pick_1,draft_pick_2,draft_pick_3,elo,elo_long,f_losses,f_wins,losses,make_conf_finals,make_conf_semis,make_finals,make_playoffs,name,playoff_losses,playoff_wins,point_diff,q_losses,q_wins,rating,rating_fs,rating_playoff,s_losses,s_wins,seed_1,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,win_finals,winpct,wins,eliminated,elo_change,rating_change
0,0,1647.13613913293,Eastern,20,51,Eastern Central,0,0,0,1646.25634397473,1615.51161001435,0,0,23.70418,0.49818,0.80346,0.27142,1,MIL,0,0,333.0668,0,0,1648.8635052356,1672.09669377131,1701.79909168734,0,0,0.80326,0,0,0,0,0,0,0.15768,0.03818,0.00088,0,0,0,0,0,0.19074,0.710924634146336,58.29582,FALSE,-20,-21
0,0,1525.66241551965,Western,37,36,Western Northwest,0,0,0,1526.89056691463,1516.81858154193,0,0,41.12774,0.0894,0.21118,0.03562,0.57706,MIN,0,0,-8.40304,0,0,1567.13002319347,1600.80633146493,1610.64999632138,0,0,0,0.13088,0.08786,0.05018,0.00414,0,0,0,2e-05,0.02752,0.07768,0.1286,0.17772,0.16552,0.14988,0.00936,0.498442195121952,40.87226,FALSE,-6,-5
0,0,1541.62113357617,Eastern,34,39,Eastern Southeast,0,0,0,1532.74295076884,1540.84191373838,0,0,38.36758,0.05198,0.1773,0.01542,0.84766,MIA,0,0,-32.60676,0,0,1567.14087885711,1580.29013544321,1611.80123654669,0,0,0,0.01868,0.00074,4e-05,0,0,0,0,0,2e-04,0.04146,0.16842,0.4318,0.20578,0.13288,0.00708,0.53210268292681,43.63242,FALSE,12,11
0,0,1477.72899880345,Eastern,39,32,Eastern Southeast,0,0,0,1473.05432658167,1472.1337974105,0,0,44.54106,0.00212,0.00882,0.00048,0.05698,WSH,0,0,-50.89556,0,0,1506.45417914037,1504.58718843634,1507.39068656935,0,0,0,0.128,0.47206,0.23324,0.03844,0,0,0,0,0,0,6e-05,0.012,0.04492,0.07128,0.00018,0.456816341463435,37.45894,FALSE,-16,-9
0,0,1493.40944620038,Eastern,36,35,Eastern Southeast,0,0,0,1491.5375722125,1505.69035424603,0,0,41.63346,0.01446,0.05736,0.00346,0.3669,ATL,0,0,-21.08094,0,0,1532.5696716328,1535.4825891614,1547.64005803912,0,0,0,0.27578,0.091,0.01776,0.00012,0,0,0,0,0,0.00036,0.00926,0.14474,0.21254,0.24844,0.00132,0.492274878048785,40.36654,FALSE,-6,1
0,0,1633.73349808986,Eastern,23,49,Eastern Atlantic,0,0,0,1624.83147496114,1628.14881970539,0,0,26.52846,0.36838,0.75386,0.18006,1,BOS,0,0,434.21688,0,0,1658.60895752599,1661.12486031933,1695.55989024036,0,0,0.1228,0,0,0,0,0,0,0.57794,0.27748,0.02166,0.00012,0,0,0,0,0.11968,0.676482195121963,55.47154,FALSE,8,9
0,0,1290.9762222223,Eastern,56,16,Eastern Central,0,0,0,1292.56651971314,1330.10290118494,0,0,63.86996,0,0,0,0,DET,0,0,-636.81352,0,0,1189.27540128262,1303.02126823518,1299.24035946931,0,0,0,0,0,0,0,2e-05,0.99998,0,0,0,0,0,0,0,0,0,0.221098048780498,18.13004,FALSE,-19,-111
0,0,1563.42925646147,Western,24,48,Western Northwest,0,0,0,1579.18562749086,1579.84054656888,0,0,28.27658,0.40058,0.6876,0.21394,1,DEN,0,0,291.36208,0,0,1623.90461129445,1634.13786671626,1671.8075589436,0,0,0.846,0,0,0,0,0,0,0.12052,0.03348,0,0,0,0,0,0,0.0747,0.655163658536602,53.72342,FALSE,1,-10
0,0,1600.09708596664,Eastern,31,42,Eastern Atlantic,0,0,0,1590.56915590139,1563.3648366534,0,0,34.32158,0.15138,0.3976,0.06042,0.99668,NY,0,0,239.86138,0,0,1594.77850606143,1594.39671242768,1599.09100363804,0,0,0,0,0,0,0,0,0,0,0.00078,0.09304,0.74556,0.13564,0.0161,0.00556,0.00332,0.0338,0.581444146341433,47.67842,FALSE,1,17
0,0,1504.72748095729,Western,36,36,Western Southwest,0,0,0,1498.40329691822,1524.03978250453,0,0,40.85402,0.06088,0.17066,0.02146,0.5655,DAL,0,0,40.76578,0,0,1553.54846046949,1592.47339403266,1622.26334483801,0,0,0,0.14512,0.08342,0.04316,0.00092,0,0,0,4e-05,0.03176,0.09582,0.1371,0.14896,0.15182,0.16188,0.00434,0.501780243902438,41.14598,FALSE,10,1
