TEAM,unit,wins,make_playoffs,win_finals
mil,mil,45,0.9898,0.08849
min,min,19,0,0
mia,mia,40,0.89427,0.0276
wsh,wsh,27,0.04544,3e-4
atl,atl,35,0.56097,0.0048
bos,bos,40,0.89575,0.0273
det,det,25,0.0183,0
den,den,45,0.97,0.09104
ny,ny,36,0.62442,0.00465
dal,dal,40,0.79061,0.01724
bkn,bkn,46,0.99565,0.08594
por,por,39,0.67016,0.006
okc,okc,31,0.08775,0
tor,tor,35,0.54403,0.01185
chi,chi,32,0.24553,0.0015
cha,cha,35,0.56727,0.0057
uta,uta,52,0.99985,0.21479
gs,gs,37,0.52767,0.0051
cle,cle,25,0.01215,0
hou,hou,22,1.5e-4,0
lal,lal,46,0.982,0.0888
phi,phi,48,0.9994,0.1344
mem,mem,36,0.46092,0.00885
no,no,31,0.13709,0.0012
lac,lac,44,0.95801,0.04485
sac,sac,28,0.02085,0
orl,orl,23,0.003,1.5e-4
phx,phx,48,0.99475,0.1155
ind,ind,36,0.60402,0.0093
sa,sa,36,0.40019,0.00465
