TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.1341
min,min,41,0.42512,0.00398
mia,mia,43,0.8005,0.00202
wsh,wsh,36,0,0
atl,atl,41,0.33544,0.001
bos,bos,57,1,0.2755
det,det,17,0,0
den,den,54,1,0.0708
ny,ny,48,1,0.04526
dal,dal,39,0.03052,1.4e-4
bkn,bkn,46,0.99804,0.00604
por,por,34,0,0
okc,okc,39,0.08986,5.8e-4
tor,tor,41,0.42116,0.0055
chi,chi,40,0.44484,0.00718
cha,cha,27,0,0
uta,uta,38,0.006,2e-5
gs,gs,43,0.88096,0.01952
cle,cle,51,1,0.05824
hou,hou,20,0,0
lal,lal,42,0.85686,0.0218
phi,phi,53,1,0.14946
mem,mem,51,1,0.0745
no,no,42,0.79976,0.01818
lac,lac,43,0.91102,0.01062
sac,sac,49,1,0.03222
orl,orl,36,2e-5,0
phx,phx,46,0.9999,0.06334
ind,ind,35,0,0
sa,sa,21,0,0
