TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,1,0.1137
min,min,23,0,0
mia,mia,39,0.93896,0.01155
wsh,wsh,33,0.18628,7.5e-4
atl,atl,40,0.9901,0.0108
bos,bos,38,0.93805,0.00885
det,det,23,0,0
den,den,48,1,0.11775
ny,ny,40,0.99085,0.03315
dal,dal,41,0.9751,0.01155
bkn,bkn,47,1,0.05775
por,por,41,0.95185,0.0147
okc,okc,22,0,0
tor,tor,30,0.0285,4.5e-4
chi,chi,29,0.01095,0
cha,cha,35,0.52721,7.5e-4
uta,uta,52,1,0.22453
gs,gs,36,0.3699,0.00195
cle,cle,23,0,0
hou,hou,17,0,0
lal,lal,40,0.90775,0.00645
phi,phi,49,1,0.1419
mem,mem,38,0.65155,0.00705
no,no,32,0.04605,1.5e-4
lac,lac,48,1,0.07964
sac,sac,31,0.00645,0
orl,orl,22,0,0
phx,phx,51,1,0.15463
ind,ind,35,0.3891,0.00165
sa,sa,34,0.09135,3e-4
