TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,0.97282,0.17368
min,min,34,0.20072,0.00262
mia,mia,42,0.6133,0.01524
wsh,wsh,41,0.55692,0.01032
atl,atl,48,0.83818,0.04494
bos,bos,40,0.54856,0.01168
det,det,29,0.11662,3.8e-4
den,den,48,0.77112,0.04476
ny,ny,45,0.74898,0.02874
dal,dal,45,0.64262,0.02324
bkn,bkn,51,0.90836,0.08122
por,por,48,0.786,0.04558
okc,okc,22,0.01272,6e-5
tor,tor,35,0.32786,0.00428
chi,chi,40,0.54816,0.01092
cha,cha,34,0.28698,0.00306
uta,uta,52,0.88586,0.08378
gs,gs,43,0.56382,0.01762
cle,cle,26,0.06436,3.2e-4
hou,hou,25,0.03368,2.4e-4
lal,lal,45,0.6739,0.02762
phi,phi,52,0.9183,0.0836
mem,mem,44,0.62706,0.02176
no,no,38,0.36134,0.00654
lac,lac,52,0.89284,0.09442
sac,sac,35,0.25494,0.0037200000000000002
orl,orl,24,0.03816,4e-5
phx,phx,55,0.94284,0.14316
ind,ind,40,0.51244,0.01004
sa,sa,38,0.35054,0.00642
