TEAM,unit,wins,make_playoffs,win_finals
mil,mil,49,0.833,0.05534
min,min,45,0.70396,0.02532
mia,mia,52,0.90768,0.09316
wsh,wsh,34,0.24366,0.00302
atl,atl,44,0.66002,0.02338
bos,bos,56,0.95952,0.16452
det,det,29,0.11422,0.00106
den,den,43,0.6381,0.01924
ny,ny,42,0.58366,0.01714
dal,dal,51,0.87788,0.06876
bkn,bkn,43,0.61866,0.0192
por,por,23,0.0223,6e-5
okc,okc,27,0.07204,3.6e-4
tor,tor,46,0.71988,0.03226
chi,chi,35,0.27434,0.00336
cha,cha,43,0.62172,0.01994
uta,uta,46,0.74384,0.03166
gs,gs,57,0.96728,0.17388
cle,cle,39,0.44562,0.00874
hou,hou,25,0.05086,2.2e-4
lal,lal,35,0.26876,0.00308
phi,phi,49,0.82496,0.05268
mem,mem,51,0.88822,0.07598
no,no,44,0.67014,0.02202
lac,lac,43,0.60634,0.0164
sac,sac,32,0.1757,0.00162
orl,orl,27,0.06384,2.4e-4
phx,phx,49,0.83964,0.05702
ind,ind,30,0.12922,9.2e-4
sa,sa,40,0.47494,0.00942
