TEAM,unit,wins,make_playoffs,win_finals
mil,mil,51,0.97942,0.05496
min,min,40,0.43148,0.00982
mia,mia,45,0.8162,0.04004
wsh,wsh,42,0.53814,0.01424
atl,atl,40,0.35596,0.00654
bos,bos,57,0.99972,0.20626
det,det,23,0,0
den,den,54,0.99888,0.14014
ny,ny,44,0.68006,0.02144
dal,dal,42,0.56588,0.00922
bkn,bkn,50,0.97144,0.062
por,por,37,0.16626,0.00176
okc,okc,42,0.58326,0.01886
tor,tor,38,0.2211,0.00694
chi,chi,40,0.39368,0.00894
cha,cha,28,9.4e-4,0
uta,uta,41,0.55898,0.01164
gs,gs,45,0.83304,0.04496
cle,cle,49,0.95186,0.0518
hou,hou,20,0,0
lal,lal,37,0.1864,0.00338
phi,phi,50,0.97054,0.07412
mem,mem,53,0.9977,0.14238
no,no,41,0.52254,0.00756
lac,lac,42,0.64618,0.01502
sac,sac,45,0.8447,0.02634
orl,orl,32,0.01654,3.2e-4
phx,phx,42,0.6647,0.02066
ind,ind,37,0.1044,6.6e-4
sa,sa,22,0,0
