TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.26708
min,min,41,0.66632,0.01288
mia,mia,43,0.79534,0.00512
wsh,wsh,38,0.17228,0.0012
atl,atl,41,0.49506,0.00228
bos,bos,55,1,0.10724
det,det,19,0,0
den,den,54,1,0.0751
ny,ny,48,0.99406,0.03364
dal,dal,40,0.37116,0.00336
bkn,bkn,47,0.98874,0.012
por,por,37,0.02798,1e-4
okc,okc,40,0.37448,0.00788
tor,tor,39,0.28312,0.00266
chi,chi,38,0.24892,0.00276
cha,cha,27,0,0
uta,uta,39,0.15464,9.6e-4
gs,gs,43,0.83688,0.0256
cle,cle,51,0.99988,0.07326
hou,hou,19,0,0
lal,lal,41,0.45116,0.00648
phi,phi,54,1,0.15756
mem,mem,51,0.99996,0.10708
no,no,40,0.32582,0.00212
lac,lac,43,0.83334,0.01438
sac,sac,48,0.99832,0.03822
orl,orl,34,0.00408,2e-5
phx,phx,45,0.95994,0.041
ind,ind,35,0.01852,2e-5
sa,sa,20,0,0
