TEAM,unit,wins,make_playoffs,win_finals
mil,mil,53,0.92576,0.09822
min,min,43,0.64144,0.02114
mia,mia,46,0.74606,0.04492
wsh,wsh,34,0.22284,0.00256
atl,atl,45,0.68496,0.02512
bos,bos,54,0.94758,0.13322
det,det,27,0.05416,3.4e-4
den,den,42,0.5881,0.01514
ny,ny,42,0.58836,0.01798
dal,dal,50,0.88388,0.079
bkn,bkn,36,0.32206,0.00654
por,por,30,0.10012,3.6e-4
okc,okc,31,0.12776,0.0012
tor,tor,45,0.70484,0.0278
chi,chi,36,0.28296,0.00374
cha,cha,45,0.69218,0.027
uta,uta,48,0.81494,0.039
gs,gs,50,0.88618,0.082
cle,cle,47,0.78364,0.03556
hou,hou,24,0.02886,1.2e-4
lal,lal,31,0.14572,0.00152
phi,phi,48,0.83632,0.0564
mem,mem,51,0.89744,0.07888
no,no,50,0.87128,0.05928
lac,lac,37,0.35036,0.00552
sac,sac,29,0.08996,7.6e-4
orl,orl,26,0.05146,4e-4
phx,phx,54,0.94684,0.11996
ind,ind,32,0.15682,0.00144
sa,sa,43,0.62712,0.014880000000000001
