TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.20168
min,min,43,0.90752,0.01682
mia,mia,43,0.8052,0.00204
wsh,wsh,37,0.00886,6e-5
atl,atl,41,0.41088,0.0017
bos,bos,56,1,0.13532
det,det,18,0,0
den,den,55,1,0.13222
ny,ny,47,0.99776,0.02132
dal,dal,40,0.21048,0.0013
bkn,bkn,45,0.9766,0.00536
por,por,34,0,0
okc,okc,40,0.26454,0.00264
tor,tor,40,0.40502,0.0052
chi,chi,40,0.39482,0.00508
cha,cha,28,0,0
uta,uta,38,0.01976,4e-5
gs,gs,43,0.89996,0.01908
cle,cle,52,1,0.0829
hou,hou,20,0,0
lal,lal,40,0.38404,0.0047
phi,phi,54,1,0.16608
mem,mem,52,1,0.12258
no,no,41,0.48904,0.00496
lac,lac,43,0.84234,0.00894
sac,sac,49,1,0.0275
orl,orl,35,1.8e-4,0
phx,phx,44,0.98232,0.03248
ind,ind,35,6.8e-4,0
sa,sa,21,0,0
