TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.11128
min,min,42,0.80984,0.01424
mia,mia,43,0.79888,0.00174
wsh,wsh,37,0.01434,4e-5
atl,atl,41,0.4777,0.0016
bos,bos,57,1,0.27292
det,det,18,0,0
den,den,54,1,0.07698
ny,ny,47,1,0.0247
dal,dal,40,0.0902,5.2e-4
bkn,bkn,45,0.98774,0.00532
por,por,33,0,0
okc,okc,40,0.18838,0.00232
tor,tor,40,0.44012,0.00524
chi,chi,39,0.28016,0.00232
cha,cha,28,0,0
uta,uta,38,0.01664,6e-5
gs,gs,43,0.846,0.01958
cle,cle,52,1,0.08438
hou,hou,20,0,0
lal,lal,41,0.49298,0.00922
phi,phi,54,1,0.16862
mem,mem,51,1,0.08538
no,no,42,0.63924,0.0131
lac,lac,43,0.92382,0.01522
sac,sac,49,1,0.04478
orl,orl,35,6.8e-4,2e-5
phx,phx,45,0.9929,0.04042
ind,ind,35,3.8e-4,0
sa,sa,20,0,0
