TEAM,unit,wins,make_playoffs,win_finals
mil,mil,59,1,0.1542
min,min,41,0.60048,0.00656
mia,mia,43,0.82636,0.00218
wsh,wsh,36,0,0
atl,atl,41,0.61324,0.00286
bos,bos,56,1,0.25772
det,det,17,0,0
den,den,53,1,0.03634
ny,ny,48,1,0.04352
dal,dal,39,0.03752,2.2e-4
bkn,bkn,45,0.99284,0.00384
por,por,34,0,0
okc,okc,39,0.0715,4.4e-4
tor,tor,41,0.41184,0.00708
chi,chi,40,0.15572,0.00152
cha,cha,27,0,0
uta,uta,37,0.00102,0
gs,gs,43,0.92254,0.02378
cle,cle,51,1,0.06296
hou,hou,20,0,0
lal,lal,43,0.92498,0.02598
phi,phi,54,1,0.15606
mem,mem,51,1,0.0778
no,no,41,0.55378,0.00776
lac,lac,43,0.88818,0.00938
sac,sac,50,1,0.05228
orl,orl,35,0,0
phx,phx,46,1,0.06752
ind,ind,35,0,0
sa,sa,21,0,0
