TEAM,unit,wins,make_playoffs,win_finals
mil,mil,57,0.99996,0.1631
min,min,41,0.50454,0.01176
mia,mia,45,0.82512,0.0226
wsh,wsh,41,0.54342,0.01146
atl,atl,41,0.41052,0.00514
bos,bos,57,0.99996,0.18078
det,det,22,0,0
den,den,56,1,0.16374
ny,ny,45,0.8822,0.02756
dal,dal,43,0.77818,0.01422
bkn,bkn,47,0.9357,0.01706
por,por,38,0.13302,8e-4
okc,okc,42,0.53442,0.01522
tor,tor,39,0.27076,0.00566
chi,chi,37,0.09694,9.2e-4
cha,cha,26,2e-5,0
uta,uta,39,0.26218,0.00292
gs,gs,42,0.64046,0.02362
cle,cle,51,0.99738,0.10042
hou,hou,19,0,0
lal,lal,39,0.1876,0.00326
phi,phi,52,0.99688,0.07808
mem,mem,50,0.99346,0.07932
no,no,42,0.55838,0.00772
lac,lac,45,0.86656,0.02792
sac,sac,44,0.77744,0.01408
orl,orl,34,0.02666,3.6e-4
phx,phx,43,0.76376,0.02228
ind,ind,34,0.01448,0
sa,sa,20,0,0
