TEAM,unit,wins,make_playoffs,win_finals
mil,mil,47,0.9979,0.12808
min,min,20,0,0
mia,mia,37,0.74803,0.01035
wsh,wsh,27,0.02985,3e-4
atl,atl,38,0.82361,0.012
bos,bos,37,0.76961,0.0093
det,det,24,0.0081,0
den,den,45,0.97405,0.0792
ny,ny,35,0.59216,0.0039
dal,dal,41,0.86276,0.03045
bkn,bkn,46,0.9988,0.0879
por,por,38,0.59997,0.0027
okc,okc,30,0.048,0
tor,tor,32,0.34392,0.0048
chi,chi,32,0.32682,0.0024
cha,cha,35,0.54524,0.00375
uta,uta,52,0.9997,0.20039
gs,gs,37,0.51898,0.00375
cle,cle,26,0.0174,0
hou,hou,18,0,0
lal,lal,46,0.9862,0.0855
phi,phi,48,1,0.13574
mem,mem,35,0.32878,0.00435
no,no,32,0.11595,0.0015
lac,lac,45,0.97435,0.0483
sac,sac,29,0.03,0
orl,orl,23,0.0021,0
phx,phx,48,0.9934,0.11534
ind,ind,37,0.79646,0.02085
sa,sa,38,0.56786,0.00915
