TEAM,unit,wins,make_playoffs,win_finals
mil,mil,46,0.97195,0.11895
min,min,21,0.00675,0
mia,mia,35,0.61212,0.01815
wsh,wsh,25,0.11295,0.0015
atl,atl,31,0.35143,0.0027
bos,bos,43,0.90971,0.05865
det,det,21,0.01935,0
den,den,42,0.81355,0.04425
ny,ny,33,0.48658,0.0033
dal,dal,38,0.59084,0.0168
bkn,bkn,37,0.69117,0.0111
por,por,37,0.48058,0.00705
okc,okc,32,0.23084,0.00495
tor,tor,42,0.9184,0.0897
chi,chi,30,0.29474,0.00165
cha,cha,31,0.34992,0.00225
uta,uta,47,0.94735,0.0768
gs,gs,31,0.1668,0.00135
cle,cle,28,0.20128,0.00135
hou,hou,37,0.54012,0.0129
lal,lal,54,0.9958,0.29053
phi,phi,43,0.93656,0.04725
mem,mem,37,0.53576,0.01635
no,no,33,0.29533,0.00645
lac,lac,49,0.9715,0.09884
sac,sac,26,0.05145,7.5e-4
orl,orl,32,0.40858,0.00225
phx,phx,40,0.70841,0.02534
ind,ind,38,0.73526,0.02219
sa,sa,39,0.66492,0.01665
