TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.08451
min,min,42,0.64782,0.00896
mia,mia,44,0.61073,0.00438
wsh,wsh,35,0,0
atl,atl,41,1,0.00509
bos,bos,57,1,0.33488
det,det,17,0,0
den,den,53,1,0.03341
ny,ny,47,1,0.03672
dal,dal,38,0,0
bkn,bkn,45,1,0.00334
por,por,33,0,0
okc,okc,40,0.35218,0.00483
tor,tor,41,0,0
chi,chi,40,0.38927,0.00546
cha,cha,27,0,0
uta,uta,37,0,0
gs,gs,44,1,0.07138
cle,cle,51,1,0.06019
hou,hou,22,0,0
lal,lal,43,1,0.03169
phi,phi,54,1,0.14207
mem,mem,51,1,0.08519
no,no,42,0,0
lac,lac,44,1,0.02118
sac,sac,48,1,0.01595
orl,orl,34,0,0
phx,phx,45,1,0.05077
ind,ind,35,0,0
sa,sa,22,0,0
