TEAM,unit,wins,make_playoffs,win_finals
mil,mil,58,1,0.21788
min,min,40,0.51156,0.00728
mia,mia,44,0.80496,0.01562
wsh,wsh,41,0.41478,0.00574
atl,atl,41,0.48016,0.0057
bos,bos,57,1,0.1728
det,det,21,0,0
den,den,56,1,0.18096
ny,ny,47,0.97392,0.04968
dal,dal,42,0.6634,0.00872
bkn,bkn,44,0.81618,0.0049
por,por,37,0.12748,5.4e-4
okc,okc,39,0.27392,0.0039
tor,tor,40,0.31646,0.00558
chi,chi,38,0.15958,0.00162
cha,cha,28,0,0
uta,uta,39,0.25994,0.00174
gs,gs,43,0.78098,0.024
cle,cle,50,0.99638,0.06548
hou,hou,18,0,0
lal,lal,40,0.39424,0.00568
phi,phi,51,0.99562,0.05828
mem,mem,51,0.9991,0.0967
no,no,40,0.39276,0.0026
lac,lac,43,0.75768,0.01192
sac,sac,48,0.98472,0.03124
orl,orl,35,0.01524,1.4e-4
phx,phx,44,0.85422,0.02124
ind,ind,36,0.02672,6e-5
sa,sa,21,0,0
