TEAM,unit,wins,make_playoffs,win_finals
mil,mil,56,0.96212,0.11998
min,min,41,0.57168,0.0145
mia,mia,46,0.756,0.04026
wsh,wsh,31,0.13024,9.2e-4
atl,atl,46,0.73536,0.02622
bos,bos,55,0.96468,0.14356
det,det,25,0.02692,1.4e-4
den,den,45,0.7324,0.02262
ny,ny,40,0.47088,0.01012
dal,dal,52,0.91672,0.08134
bkn,bkn,40,0.49524,0.01258
por,por,31,0.12436,4.6e-4
okc,okc,30,0.10532,7e-4
tor,tor,50,0.88486,0.05996
chi,chi,38,0.38372,0.00498
cha,cha,38,0.3764,0.0073
uta,uta,52,0.92176,0.05954
gs,gs,47,0.82488,0.05498
cle,cle,51,0.89384,0.05408
hou,hou,22,0.01526,2e-5
lal,lal,30,0.10788,0.00104
phi,phi,45,0.72676,0.03152
mem,mem,52,0.929,0.08426
no,no,49,0.87082,0.05016
lac,lac,39,0.43856,0.00654
sac,sac,32,0.16758,0.0013
orl,orl,26,0.03568,2.2e-4
phx,phx,53,0.94404,0.10602
ind,ind,32,0.1573,0.00138
sa,sa,37,0.32974,0.0033
