TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,0.98892,0.05832
min,min,41,0.47874,0.01286
mia,mia,46,0.8471,0.0425
wsh,wsh,42,0.52566,0.01454
atl,atl,42,0.55556,0.0158
bos,bos,57,0.9999,0.24616
det,det,23,0,0
den,den,55,0.99984,0.1725
ny,ny,43,0.60986,0.01574
dal,dal,42,0.62384,0.0118
bkn,bkn,49,0.95502,0.04548
por,por,39,0.28104,0.00368
okc,okc,41,0.47142,0.01324
tor,tor,38,0.17584,0.00466
chi,chi,40,0.33122,0.00676
cha,cha,27,2.4e-4,0
uta,uta,42,0.60492,0.01414
gs,gs,43,0.74052,0.03542
cle,cle,48,0.95208,0.05128
hou,hou,21,0,0
lal,lal,40,0.3482,0.00682
phi,phi,51,0.97612,0.08106
mem,mem,50,0.99008,0.08136
no,no,40,0.40788,0.00558
lac,lac,43,0.72446,0.01906
sac,sac,46,0.881,0.03168
orl,orl,32,0.01272,3.2e-4
phx,phx,40,0.44806,0.00868
ind,ind,36,0.06976,5.6e-4
sa,sa,21,0,0
