TEAM,unit,wins,make_playoffs,win_finals
mil,mil,52,0.9889,0.06792
min,min,40,0.3434,0.00836
mia,mia,46,0.84018,0.04624
wsh,wsh,40,0.38392,0.00922
atl,atl,43,0.66134,0.02346
bos,bos,56,0.99964,0.18254
det,det,23,2e-5,0
den,den,55,0.99976,0.1837
ny,ny,43,0.6041,0.01634
dal,dal,42,0.62984,0.01194
bkn,bkn,49,0.95538,0.0498
por,por,40,0.402,0.00606
okc,okc,41,0.46306,0.015
tor,tor,38,0.20704,0.00592
chi,chi,40,0.31498,0.0062
cha,cha,26,4e-5,0
uta,uta,41,0.49788,0.01102
gs,gs,43,0.7359,0.03666
cle,cle,48,0.9518,0.0544
hou,hou,21,0,0
lal,lal,40,0.3428,0.00746
phi,phi,51,0.98284,0.09614
mem,mem,50,0.98998,0.08642
no,no,40,0.40356,0.00686
lac,lac,43,0.71778,0.02002
sac,sac,45,0.84912,0.02884
orl,orl,33,0.02276,4e-4
phx,phx,42,0.62492,0.0184
ind,ind,37,0.08706,6.8e-4
sa,sa,21,0,0
